platform_code_filter	platform_name_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
f	Facebook	Centri Vitaldent		112902995415586	Facebook	1	1	499999	200000	99	0
f	Facebook	Rossopomodoro		181299885247156	Facebook	1	1	499999	200000	499	100
f	Facebook	Topito		136164895246	Facebook	1	1	499999	200000	499	100
f	Facebook	UR Team		539695462729003	Facebook	1	1	499999	200000	99	0
f	Facebook	Cecilia Malmström		258966159416	Facebook	1	1	499999	200000	999	500
f	Facebook	Neste		1083597725003936	Facebook	1	1	499999	200000	4999	1000
f	Facebook	National Geographic		126590190702663	Facebook	1	1	499999	200000	499	100
f	Facebook	Yoigo		206789427328	Facebook	1	1	499999	200000	499	100
f	Facebook	ПП ГЕРБ - София		336639303182606	Facebook	1	1	499999	200000	444	89
f	Facebook	Orelia Jewellery		404191947424	Facebook	1	1	499999	200000	114	0
f	Facebook	UNHCR Belgium		948453825344452	Facebook	1	1	499999	200000	4999	1000
f	Facebook	Vöslauer		406428446446242	Facebook	1	1	499999	200000	999	500
f	Facebook	Европейски парламент в България		163350039852	Facebook	1	1	499999	200000	4999	1000
f	Facebook	♤♧BOTCHY♧♤		353439831803607	Facebook	1	1	499999	200000	114	0
f	Facebook	The Sorgentian		999473843569108	Facebook	1	1	499999	200000	444	89
f	Facebook	VidaCaixa		449770021896293	Facebook	1	1	499999	200000	499	100
f	Facebook	Dato Ciudadano		565783417172729	Facebook	1	1	499999	200000	444	89
f	Facebook	Przestrzeń from Facebook		2090946654523834	Facebook	1	1	499999	200000	232	116
f	Facebook	Ivan Margot		321802035044580	Facebook	1	1	499999	200000	499	100
f	Facebook	France Fraternités		200607067033021	Facebook	1	1	499999	200000	499	100
f	Facebook	U.S. Mission to NATO		67014122312	Facebook	1	1	499999	200000	88	0
f	Facebook	JUGAS ART		1828966977374439	Facebook	1	1	499999	200000	99	0
f	Facebook	GPL 1 di noi		433205776804449	Facebook	1	1	499999	200000	499	100
f	Facebook	Jad Shwery (Choueiri)		184630398242718	Facebook	1	1	499999	200000	88	0
f	Facebook	Stone Brewing Spain		1619410238105995	Facebook	1	1	499999	200000	99	0
f	Facebook	Adolescent Clothing		172140676309487	Facebook	1	1	499999	200000	114	0
f	Facebook	KfW		2267695033248801	Facebook	1	1	499999	200000	4999	1000
f	Facebook	آزادی		2225999294109545	Facebook	1	1	499999	200000	88	0
f	Facebook	Hard Rock Hotels & Casinos		45053385684	Facebook	1	1	499999	200000	444	89
f	Facebook	La Nouvelle Afrique		193566287716256	Facebook	1	1	499999	200000	499	100
f	Facebook	Rajiv Malhotra		137726233047389	Facebook	1	1	499999	200000	444	89
f	Facebook	El Mago Pop		531897766871154	Facebook	1	1	499999	200000	499	100
f	Facebook	Stryktipset - Svenska Spel Sport & Casino		310136262442458	Facebook	1	1	499999	200000	4630	926
f	Facebook	Unexplained Mysteries		259243241341132	Facebook	1	1	499999	200000	0	0
f	Facebook	Lima Charlie News		213568475689594	Facebook	1	1	499999	200000	88	0
f	Facebook	The Global People's Summit		342879886143094	Facebook	1	1	499999	200000	444	89
f	Facebook	Sawab Center En		858578634336951	Facebook	1	1	499999	200000	120	24
f	Facebook	CanadaVisa.com - Campbell Cohen Canadian Immigration Law Firm		104102576882	Facebook	1	1	499999	200000	444	89
f	Facebook	Euro-Mediterranean Women's Foundation		517052178503918	Facebook	1	1	499999	200000	99	0
f	Facebook	Réseau des Écoles de la 2e Chance France		615421428513426	Facebook	1	1	499999	200000	499	100
f	Facebook	Heumilch		184745071568863	Facebook	1	1	499999	200000	999	500
f	Facebook	Extinction Rebellion Italy		991130691088462	Facebook	1	1	499999	200000	499	100
f	Facebook	Sommeruniversität der Friedrich-Ebert-Stiftung		122835944458099	Facebook	1	1	499999	200000	499	100
f	Facebook	Createus Media		2285504984811915	Facebook	1	1	499999	200000	88	0
f	Facebook	Progressive Connexions		1603753072986150	Facebook	1	1	499999	200000	114	0
f	Facebook	thortful		812242295466529	Facebook	1	1	499999	200000	5784	1157
f	Facebook	Minidotaznik.cz		432692927273545	Facebook	1	1	499999	200000	889	445
f	Facebook	Sparkasse		112277272142815	Facebook	1	1	499999	200000	499	100
f	Facebook	Department of Foreign Affairs and Trade		449282445418073	Facebook	1	1	499999	200000	4999	1000
f	Facebook	SURITT		282162018872506	Facebook	1	1	499999	200000	99	0
f	Facebook	AXA Research Fund		186009014776969	Facebook	1	1	499999	200000	577	115
f	Facebook	La Vidéo du Pape		367643970026248	Facebook	1	1	499999	200000	99	0
f	Facebook	Mohamed Moulay		164782878722	Facebook	1	1	499999	200000	99	0
f	Facebook	Paweł Kukiz		773389822728740	Facebook	1	1	499999	200000	232	116
f	Facebook	Era Nowych Kobiet by Joanna Przetakiewicz		286813672006320	Facebook	1	1	499999	200000	1162	232
f	Facebook	SOS Barnbyar		133536819999319	Facebook	1	1	499999	200000	4630	926
f	Facebook	Gruppo PPE al Parlamento Europeo		509505115815913	Facebook	1	1	499999	200000	499	100
f	Facebook	Civitas Maxima		1397642550542919	Facebook	1	1	499999	200000	87	0
f	Facebook	AIESEC in Spain		114175352124	Facebook	1	1	499999	200000	499	100
f	Facebook	EOI		155260568096	Facebook	1	1	499999	200000	499	100
f	Facebook	Ευρωπαϊκή Επιτροπή στην Ελλάδα		207373442616924	Facebook	1	1	499999	200000	499	100
f	Facebook	Dr.German		1250163705065584	Facebook	1	1	499999	200000	444	89
f	Facebook	Deutschland3000		1672408719723194	Facebook	1	1	499999	200000	499	100
f	Facebook	Finance Daily News		2117924301862866	Facebook	1	1	499999	200000	4449	890
f	Facebook	TENCEL		164249401288	Facebook	1	1	499999	200000	444	89
f	Facebook	LIKE APP		272972103180159	Facebook	1	1	499999	200000	444	89
f	Facebook	Assassin's Creed		558006767610457	Facebook	1	1	499999	200000	1156	578
f	Facebook	MPMC		595432454123427	Facebook	1	1	499999	200000	88	0
f	Facebook	Newry, Mourne and Down District Council		740037796093669	Facebook	1	1	499999	200000	1156	578
f	Facebook	Harry Singha		35219798715	Facebook	1	1	499999	200000	114	0
f	Facebook	Tony Nader MD, PhD, MARR		1661762944080679	Facebook	1	1	499999	200000	444	89
f	Facebook	Brut		1691667177798461	Facebook	1	1	499999	200000	88	0
f	Facebook	China Daily		191347651290	Facebook	1	1	499999	200000	88	0
f	Facebook	Clone Evolution		1345821958781389	Facebook	1	1	499999	200000	8900	4450
f	Facebook	Kirrin Finch		1649330675279629	Facebook	1	1	499999	200000	4449	890
f	Facebook	Departamentul pentru Educatie Nationala	 Partidul Social Democrat	2330908257186424	Facebook	3	1	499997	250000	314	63
f	Facebook	VMware		6975960973	Facebook	3	1	499997	250000	1332	267
f	Facebook	Bump In The Night Paranormal UK		433040667061764	Facebook	3	1	499997	250000	1332	267
f	Facebook	Ibiza Farm		1629229957352206	Facebook	5	1	499995	220000	895	100
f	Facebook	Vluchtelingenwerk Vlaanderen		81497097451	Facebook	7	1	499993	190000	693	0
f	Facebook	Mamikins.lv	Andrejs Mamikins	587293021433280	Facebook	8	1	499992	160000	1592	200
f	Facebook	VICE Greece		187580104777775	Facebook	8	1	499992	160000	792	0
f	Facebook	USR Bihor	Uniunea Salvați România Filiala Bihor	1592660281028385	Facebook	14	1	499986	169000	543	63
f	Facebook	Simple Feast		571176036346620	Facebook	28	1	499972	111000	6372	900
f	Facebook	АллатРа ТВ		468944153190776	Facebook	44	1	499956	171000	3877	0
f	Facebook	crudelydrawn	crudelydrawn	222620808398959	Facebook	49	1	498951	132000	5613	0
f	Facebook	Simone Contro	Simone Contro 	2123226344608877	Facebook	15	1	496985	141000	1885	100
f	Facebook	Cornwall for Europe	#ProjectHope	1066718423433441	Facebook	17	1	496983	135000	4724	694
f	Facebook	Giving Brush		1945237355733646	Facebook	66	1	496934	135000	7596	445
f	Facebook	Angela Russo	Angela Russo 	1624334387651107	Facebook	15	1	495985	111000	1885	100
f	Facebook	Jacob Mark	SF	69985338410	Facebook	26	1	493974	137000	4401	1151
f	Facebook	Vänsterpartiet	Vänsterpartiet	323156205347	Facebook	45	1	492955	131000	1829	379
f	Facebook	Coolmic		2080256475322790	Facebook	14	1	491986	194000	7574	3530
f	Facebook	Poseł Jakub Rutnicki	Poseł Jakub Rutnicki	222141244609992	Facebook	14	1	490986	137000	1276	302
f	Facebook	Anna Maria Corazza Bildt		69490331421	Facebook	21	1	490979	143000	5054	1231
f	Facebook	Wolfram Pirchner	Österreichischer Seniorenbund	296676857050295	Facebook	10	1	489990	170000	7490	1400
f	Facebook	Zuhal Demir	Nieuw-Vlaamse Alliantie	453932394796444	Facebook	13	1	489987	137000	1687	100
f	Facebook	Fight For €14 - NL		296330127745778	Facebook	23	1	489977	145000	2277	0
f	Facebook	Spicee		1541412079456514	Facebook	17	1	482983	99000	1683	0
f	Facebook	Front Europejski		590514511295079	Facebook	42	1	481958	113000	1990	255
f	Facebook	Christina Egelund	Liberal Alliance	684016791662654	Facebook	42	1	481958	108000	5149	1218
f	Facebook	Ελένη Παναγιωταρέα - Eleni Panagiotarea		318085118843773	Facebook	57	1	481943	144000	6043	100
f	Facebook	The New Arab	The New Arab	1426949024217365	Facebook	36	1	480964	112000	4124	0
f	Facebook	Peter Gibson For Darlington	The Conservative Party	265680680782145	Facebook	101	1	480899	135000	13537	810
f	Facebook	Women for Election	Women for Election	115885998520125	Facebook	10	1	479990	192000	2590	400
f	Facebook	Ilaria Antelmi	Ilaria Antelmi 	2217881658525706	Facebook	16	1	479984	120000	1584	0
f	Facebook	SÌ Tav SÌ Lavoro		987211228033960	Facebook	17	1	479983	117000	1683	0
f	Facebook	Mikkel Näkkäläjärvi		617733068345315	Facebook	73	1	479927	112000	7627	100
f	Facebook	York Conservatives	York Conservatives	133127436740345	Facebook	22	1	476978	131000	7611	1272
f	Facebook	Jan Cornillie		980619838787000	Facebook	21	1	475979	182000	3050	289
f	Facebook	Piia Kurki	Piia Kurki	270567833058986	Facebook	28	1	475972	121000	4772	500
f	Facebook	LT konsult fastighetsservice		186325834774557	Facebook	13	1	474987	98000	4443	944
f	Facebook	Water Will Save The Water		215375306080221	Facebook	15	1	474985	157000	1485	0
f	Facebook	Hoagard		331529506998997	Facebook	32	1	474968	101000	962	163
f	Facebook	déi Lénk	déi Lénk	120444648033670	Facebook	13	1	472987	157000	1687	100
f	Facebook	Kamila Gasiuk-Pihowicz	Kamila Gasiuk-Pihowicz	150412465290475	Facebook	18	1	471982	163000	1182	255
f	Facebook	ΚΑΠ  Βαγγέλης Παππάς  Υποψήφιος Δήμαρχος Καβάλας	Κ.Α.Π	189670551222049	Facebook	19	1	471981	109000	1881	0
f	Facebook	PNL Bucuresti		678840505584990	Facebook	8	1	470992	190000	930	215
f	Facebook	Tėvynės sąjunga - Lietuvos krikščionys demokratai (TS-LKD)		198988713464683	Facebook	9	1	470991	187000	1691	200
f	Facebook	Mayor Dave Hodgson	Bedford Liberal Democrats	131742133535191	Facebook	31	1	470969	124000	4477	231
f	Facebook	Roselyn Borg Knight	Roselyn Borg	446487702156732	Facebook	55	1	470945	155000	5693	0
f	Facebook	Robert Fico	Robert Fico	732167026967322	Facebook	11	1	469989	100000	2289	300
f	Facebook	Perseus Apparel		1112003955624720	Facebook	11	1	469989	100000	969	0
f	Facebook	James Palmer	James Palmer	1130573317069850	Facebook	16	1	469984	112000	2758	231
f	Facebook	Festival Amnesty International Au Cinéma pour les Droits Humains		1263015460431177	Facebook	29	1	469971	154000	3671	200
f	Facebook	Consommez Malin		2045469565728527	Facebook	42	1	469958	94000	8358	1600
f	Facebook	Javier Sánchez Serna	Agencia More Plus	224340178439069	Facebook	29	1	467971	132000	3671	200
f	Facebook	Δημοκρατικό Κόμμα	Constantinos Georgallides	293704380825571	Facebook	38	1	467962	132000	3762	0
f	Facebook	Nicolai Wammen	Socialdemokratiet	1458354184437993	Facebook	82	1	467918	137000	4488	870
f	Facebook	Médecins Sans Frontières		154912951193067	Facebook	27	1	466973	130000	4773	800
f	Facebook	PROGRESĪVIE		184096511636333	Facebook	9	1	465991	183000	1691	200
f	Facebook	Michael Freilich - 5de plaats Kamer		609777409464271	Facebook	11	1	465989	126000	3889	700
f	Facebook	Stjepan Ribić	HDZ - Hrvatska demokratska zajednica	451335681696047	Facebook	14	1	465986	195000	1978	178
f	Facebook	one brussels	one.brussels	244157445635331	Facebook	17	1	465983	108000	2883	300
f	Facebook	Neil McEvoy	Neil McEvoy	1538311623148335	Facebook	19	1	465981	140000	3565	347
f	Facebook	Lederne		167891603415958	Facebook	25	1	465975	111000	4027	1164
f	Facebook	Bolesław Piecha - poseł do Parlamentu Europejskiego	Agencja reklamowa NXT	704363502985858	Facebook	51	1	465949	115000	1732	139
f	Facebook	Socios Cruz Roja		306840072990831	Facebook	16	1	464984	135000	4484	1000
f	Facebook	We all against Racism One Love One Unity		183368582067151	Facebook	10	1	462990	185000	881	0
f	Facebook	Farnley and Wortley Labour	Matt Gibson	114161232550405	Facebook	27	1	460973	128000	4018	231
f	Facebook	NEOS	NEOS	327450964017497	Facebook	56	1	460944	96000	6744	300
f	Facebook	BZS 23 - Bündnis Zukunft Stuttgart 23	Marc Fuchs 	225413838047902	Facebook	9	1	459991	125000	1691	200
f	Facebook	Bath and North East Somerset Liberal Democrats	B&NES Liberal Democrats	200787523762475	Facebook	9	1	459991	125000	3345	578
f	Facebook	راهنمای پناهندگان Refugee.Info دليل اللاجئ		950581228335358	Facebook	9	1	459991	125000	1149	89
f	Facebook	Brut UK		1629990253744016	Facebook	9	1	459991	125000	1203	89
f	Facebook	Wochenblick	Wochenblick	991628130904203	Facebook	14	1	459986	137000	3886	900
f	Facebook	Robert Hajšel	Krcmarikova Katarina	822009714820627	Facebook	20	1	459980	130000	2780	200
f	Facebook	Giorgio Maria Bergesio		158131564841105	Facebook	56	1	459944	125000	5369	0
f	Facebook	One Oak Brand		501399723379605	Facebook	56	1	458944	101000	5544	0
f	Facebook	Michael Briguglio	Michael Briguglio	1040577706078198	Facebook	102	1	457898	122000	10098	0
f	Facebook	Βαρβάρα Αποστολοπούλου-Καλκαβούρα	Varvara Apostolopoulou Kalkavoura	429854220918807	Facebook	14	1	455986	163000	1447	127
f	Facebook	Fossilfritt Sverige	Fossilfritt Sverige	1845878962347273	Facebook	35	1	455965	133000	3395	842
f	Facebook	Carmine Spiaggia	Carmine Spiaggia	425820797979047	Facebook	5	1	454995	211000	2595	800
f	Facebook	Dr. sc. Tomislav Sokol	HDZ - Hrvatska demokratska zajednica	136900153422435	Facebook	7	1	454993	151000	1016	89
f	Facebook	USR Constanța	Uniunea Salvați România filiala Constanta	698760586929790	Facebook	7	1	454993	151000	754	210
f	Facebook	Health Poverty Action	Health Poverty Action	208194134833	Facebook	73	1	454927	119000	11140	694
f	Facebook	Delara Burkhardt	SPD Schleswig-Holstein	260587924600836	Facebook	49	1	452951	125000	4851	0
f	Facebook	Derby News	Russell Pollard	584574371631157	Facebook	15	1	451985	105000	3569	462
f	Facebook	Tomas Tomilinas - naujienos		530620843630609	Facebook	18	1	451982	177000	2182	100
f	Facebook	Politaia.org		617383885287512	Facebook	4	1	450996	210000	1196	200
f	Facebook	Malik Azmani	Malik Azmani	1734459723547461	Facebook	47	1	450953	153000	5053	100
f	Facebook	Pro Life Campaign Ireland		224615650378	Facebook	4	1	449996	210000	2996	1200
f	Facebook	Catalunya RX Barcelona Spain		399978630169283	Facebook	4	1	449996	210000	1596	300
f	Facebook	Guillermo Fernández Vara		56504926071	Facebook	4	1	449996	210000	396	0
f	Facebook	Animal Equality UK		2047806148766050	Facebook	4	1	449996	210000	4045	1851
f	Facebook	Holzkern		550085078491459	Facebook	5	1	449995	180000	3995	1700
f	Facebook	البنك الدولي		142329112477770	Facebook	6	1	449994	150000	528	0
f	Facebook	Wasabi -Learn Japanese Online-		1520460718232403	Facebook	7	1	449993	150000	2995	1133
f	Facebook	JONG CD&V	JONG CD&V	638247042856542	Facebook	8	1	449992	120000	1592	200
f	Facebook	Detention Action	Detention Action	271790429521112	Facebook	8	1	449992	120000	4619	925
f	Facebook	Nicușor Dan	DRAGOMIRESCU STEFAN-IULIAN	230785173665770	Facebook	9	1	449991	90000	943	189
f	Facebook	Minority SafePack		532492010145546	Facebook	19	1	449981	125000	1881	0
f	Facebook	PNL Bistrița-Năsăud		709900909075368	Facebook	18	1	447982	95000	542	42
f	Facebook	Humans of Piráti	Česká pirátská strana	1036986463173677	Facebook	33	1	447967	121000	1747	345
f	Facebook	Cllr. Éilis Ryan for Europe		787376334669425	Facebook	16	1	446984	152000	2784	300
f	Facebook	Islington Labour	Islington Labour Party	131778003550432	Facebook	20	1	446980	113000	2291	0
f	Facebook	Christian Leysen	Christian Leysen	403864600161608	Facebook	13	1	445987	158000	8976	1700
f	Facebook	zeroCO2		360133591158746	Facebook	15	1	445985	125000	1485	0
f	Facebook	Cllr. Gareth Eales - For Northampton South	Northampton South Labour Party	625007417657121	Facebook	26	1	445974	119000	3441	115
f	Facebook	SPD Sachsen	SPD Sachsen	50169278122	Facebook	29	1	445971	121000	4871	500
f	Facebook	Θανάσης Λιακόπουλος - Όλοι μαζί μπορούμε καλύτερα	oloi-mazi	394013391085857	Facebook	57	1	443943	102000	5643	0
f	Facebook	A Solution to Plastic Pollution - First International Online Summit		1098001547034272	Facebook	16	1	441984	148000	3184	400
f	Facebook	The Adecco Group Deutschland		1736125310026401	Facebook	22	1	441978	176000	4278	800
f	Facebook	Eurovaaliehdokas Kari Kallonen	Kallonen Kari Markku	2130226653737235	Facebook	32	1	440968	97000	5168	500
f	Facebook	CAF Mab Copagri		623562751374487	Facebook	11	1	439989	130000	1889	200
f	Facebook	Wera Hobhouse MP	Wera Hobhouse MP	420598411423796	Facebook	16	1	438984	123000	3221	347
f	Facebook	Un citoyen 2019		415805709187581	Facebook	12	1	436988	180000	6888	1200
f	Facebook	Emma Wiesner		653072158104424	Facebook	91	1	436909	109000	4955	1268
f	Facebook	Jeroen Lenaers		316960281776479	Facebook	13	1	435987	147000	3387	800
f	Facebook	Anton Martvoň	Martvon Anton	351452264866192	Facebook	11	1	434989	126000	1889	200
f	Facebook	Objetivo Mediterráneo		178884916351222	Facebook	191	1	434809	52000	18909	0
f	Facebook	Tomasz Frankowski	KWW Koalicja Europejska PO PSL SLD .N Zieloni	2273340699395517	Facebook	20	1	433980	107000	1298	209
f	Facebook	Feminist Apparel		147698828729567	Facebook	24	1	432976	154000	4340	801
f	Facebook	Troels Lund Poulsen	Poulsen Troels Lund	139443622778678	Facebook	23	1	430977	100000	5031	1111
f	Facebook	Westmorland and Lonsdale Liberal Democrats	P Trollope [Election Agent] on behalf of the Liberal Democrats	725151761019350	Facebook	39	1	428961	95000	4467	0
f	Facebook	FT Content Solutions		1220981994590364	Facebook	11	1	425989	121000	2648	347
f	Facebook	CCFD-Terre Solidaire		112547358788607	Facebook	9	1	424991	148000	2191	600
f	Facebook	Brief.eco		550490141980385	Facebook	9	1	424991	151000	2991	800
f	Facebook	Natuur & Milieu		156571571036057	Facebook	21	1	424979	153000	4579	900
f	Facebook	GetBarry		1351813504859326	Facebook	25	1	424975	98000	4075	400
f	Facebook	Karina Lorentzen Dehnhardt	Dehnhardt Karina Lorentzen	116061635098137	Facebook	18	1	421982	126000	2782	870
f	Facebook	Greenpeace Suomi	Greenpeace Suomi	9227859351	Facebook	22	1	421978	98000	4488	600
f	Facebook	Partij van de Arbeid (PvdA)	Partij van de Arbeid (PvdA)	113895885305052	Facebook	37	1	421963	102000	5663	500
f	Facebook	Firmiamo.it		280104908718244	Facebook	7	1	420993	207000	6393	1200
f	Facebook	Ansis Pūpols	Ansis Pūpols	534110743707105	Facebook	10	1	420990	120000	1390	100
f	Facebook	Dorset for Europe	Dorset For Europe	205664403208769	Facebook	13	1	420987	162000	9011	1620
f	Facebook	José Manuel Fernandes		255056481315205	Facebook	4	1	419996	210000	1196	200
f	Facebook	Anti-fascism, anti-racism. steps to freedom		898496656842789	Facebook	5	1	419995	210000	1295	200
f	Facebook	USR Brașov	Uniunea Salvați România	1723480164579572	Facebook	6	1	419994	180000	481	147
f	Facebook	ΑΔΕΚ - Ανεξάρτητη Δημοτική Ενωτική Κίνηση Πετρούπολης	Ανεξάρτητη Δημοτική Ενωτική Κίνηση Πετρούπολης	620951011676414	Facebook	7	1	419993	150000	693	0
f	Facebook	Bosch Global		185652704861747	Facebook	8	1	419992	147000	2392	400
f	Facebook	Andrew Doyle	Andrew Doyle	200875073325354	Facebook	9	1	419991	120000	1291	100
f	Facebook	Norbert Kaczmarczyk Poseł na Sejm RP		814991668621838	Facebook	9	1	419991	120000	672	116
f	Facebook	Welsh Labour	Welsh Labour	159670677391384	Facebook	10	1	417990	146000	8204	1504
f	Facebook	AIESEC Italia		289518708781	Facebook	10	1	417990	146000	990	0
f	Facebook	Prof. Ryszard Legutko		557305027641691	Facebook	7	1	415993	176000	1696	395
f	Facebook	Centerpartiet i Stockholm	Centerpartiet i Stockholm	170211353124087	Facebook	9	1	415991	146000	2888	601
f	Facebook	KDH	KDH	163449818290	Facebook	11	1	415989	86000	2689	400
f	Facebook	Enpal		1326707294032269	Facebook	7	1	414993	146000	3193	900
f	Facebook	Markets.com		478063878928667	Facebook	8	1	414992	146000	2930	801
f	Facebook	Alapjogokért Központ	Alapjogokért Központ	594088897289853	Facebook	9	1	414991	116000	1114	222
f	Facebook	Dr. Keresztes László Lóránt	LMP - Lehet Más a Politika	132593883577930	Facebook	16	1	414984	95000	634	191
f	Facebook	Θόδωρος Μεχλιζόγλου - Υποψήφιος Ευρωβουλευτής		2003326776616516	Facebook	39	1	413961	115000	3861	0
f	Facebook	SNE		1703448029710053	Facebook	6	1	411994	205000	10409	2314
f	Facebook	Peterborough Labour Party	The Labour Party	927033024024138	Facebook	11	1	411989	112000	10286	2314
f	Facebook	Musée national de l'histoire de l'immigration		89756927592	Facebook	6	1	410994	175000	1794	300
f	Facebook	Dušan Šándor - Váš zástupca v Európskom parlamente		350764848876135	Facebook	11	1	410989	82000	1489	100
f	Facebook	Administraţie Liberală		2159559831039746	Facebook	3	1	409997	205000	230	42
f	Facebook	Waterschap Brabantse Delta		463828040351089	Facebook	4	1	409996	202000	2196	1000
f	Facebook	Florida Invest		1757174107834441	Facebook	9	1	409991	112000	1149	89
f	Facebook	Carlisle Labour	The Labour Party	506006716156582	Facebook	10	1	409990	82000	4385	810
f	Facebook	24Bottles		126060760828576	Facebook	107	1	409893	75000	10593	0
f	Facebook	Cerveau & Psycho		212434006141	Facebook	11	1	406989	81000	2689	400
f	Facebook	Primes environnement		295117997866642	Facebook	6	1	405994	171000	2694	800
f	Facebook	L'Europa che non sai		299218030763134	Facebook	9	1	405991	111000	1691	200
f	Facebook	Broxtowe Labour	Broxtowe Constituency Labour Party	323132217860227	Facebook	34	1	405966	90000	5283	347
f	Facebook	Nueva Revista Socialista		655246654822571	Facebook	3	1	404997	201000	1203	300
f	Facebook	Smart Solutions Qualified people for you		401154619963846	Facebook	3	1	404997	201000	6097	1500
f	Facebook	Θεοδόσης Πελεγρίνης	Θεοδόσης Πελεγρίνης	161951727170444	Facebook	5	1	404995	171000	495	0
f	Facebook	Ivana Nikolić Popović	Nikolić Popović Ivana	160505204050427	Facebook	15	1	404985	90000	1332	0
f	Facebook	Gabriele Padovani	Andrea Liverani	1559045154349568	Facebook	25	1	404975	98000	2475	0
f	Facebook	Disney Junior (UK)		212291995464063	Facebook	8	1	403992	170000	3346	925
f	Facebook	Now Brexit	donors to NowBrexit	292444058229546	Facebook	17	1	403983	119000	2873	231
f	Facebook	Antton Rönnholm	Rekilä Piia Annikki	575908612596562	Facebook	24	1	403976	125000	4376	500
f	Facebook	Virgil Popescu	POPESCU VIRGIL-DANIEL	1641765056062575	Facebook	16	1	401984	116000	1026	231
f	Facebook	Go Climate Neutral	Go Climate Neutral	1797724450537743	Facebook	3	1	400997	200000	9269	1852
f	Facebook	The City of Edinburgh Council	The City of Edinburgh Council	124181887611335	Facebook	6	1	400994	140000	1613	231
f	Facebook	Stockport For Europe	#ProjectHope	1498877030176201	Facebook	6	1	400994	140000	8209	1620
f	Facebook	Bradford Council	Bradford Council	145878302161029	Facebook	7	1	400993	140000	3116	578
f	Facebook	Janusz Lewandowski	KKW Koalicja Europejska PO PSL SLD N Zieloni	75571183641	Facebook	15	1	400985	89000	903	139
f	Facebook	Lisa's Law Solicitors	Lisa's Law Solicitors	739722549392872	Facebook	20	1	400980	139000	2291	0
f	Facebook	Olga Sehnalová	Olga Sehnalová	474594005906021	Facebook	31	1	400969	106000	997	287
f	Facebook	Departamentul pentru Afaceri Interne PSD	Partidul Social Democrat	797044747344438	Facebook	2	1	399998	200000	209	42
f	Facebook	Leo Varadkar T.D.	Fine Gael	178974912140818	Facebook	2	1	399998	200000	1998	1000
f	Facebook	Parlament Europejski - Biuro we Wrocławiu	Parlament Europejski - Biuro we Wrocławiu	426735034064813	Facebook	2	1	399998	200000	1395	348
f	Facebook	Departamentul pentru Turism - Partidul Social Democrat		339973510194748	Facebook	2	1	399998	200000	1155	231
f	Facebook	Enel Group		1818721128360253	Facebook	2	1	399998	200000	598	100
f	Facebook	En primera plana - RFI / France 24		1962039850742148	Facebook	2	1	399998	200000	198	0
f	Facebook	Nyong & Mfoumou OnLine		630221033975760	Facebook	2	1	399998	200000	198	0
f	Facebook	Bompiani		111059814766	Facebook	2	1	399998	200000	198	0
f	Facebook	GooVercnc		478029222330844	Facebook	2	1	399998	200000	998	200
f	Facebook	Wrocław - Tu żyję, tu oddycham		354842004935437	Facebook	3	1	399997	200000	1395	279
f	Facebook	Electrolux Hrvatska		1229501663771543	Facebook	3	1	399997	200000	297	0
f	Facebook	Sofian El Sayd - 61e sur la liste régionale du PS bruxellois		1951525111537961	Facebook	4	1	399996	170000	1064	178
f	Facebook	Русский союз Латвии	Latvijas Krievu savienība	545693602214498	Facebook	4	1	399996	170000	1596	300
f	Facebook	Zion8studiojahpan		2067119086946609	Facebook	4	1	399996	170000	352	0
f	Facebook	Dude Dad		154100984604961	Facebook	4	1	399996	170000	9787	1958
f	Facebook	Daydream Believers - Barnsley FC Film		351543495287992	Facebook	4	1	399996	170000	2309	462
f	Facebook	Ian Borg	Ian Borg	151496594943131	Facebook	5	1	399995	170000	495	0
f	Facebook	Adrián Barbón	Federación Socialista Asturiana FSA-PSOE	281802578697399	Facebook	5	1	399995	140000	1295	200
f	Facebook	Pier Luigi Mottinelli		1999539790166556	Facebook	5	1	399995	140000	1295	200
f	Facebook	Διοτίμα - Κέντρο Γυναικείων Μελετών και Ερευνών  / CRWI Diotima		117100185293393	Facebook	5	1	399995	140000	895	100
f	Facebook	Palestinian Hustle		1814444211928366	Facebook	5	1	399995	170000	440	0
f	Facebook	Lars Løkke Rasmussen	Venstre, Danmarks Liberale Parti	58140803787	Facebook	6	1	399994	140000	2275	495
f	Facebook	Lovin Malta	Lovin Malta	1700937210129433	Facebook	6	1	399994	140000	994	100
f	Facebook	Ansaar International e.V.		354608017990902	Facebook	7	1	399993	110000	2693	500
f	Facebook	Altaforte Edizioni	Altaforte Edizioni	1309925725776765	Facebook	13	1	399987	119000	1687	100
f	Facebook	Fondo Forestale Italiano		116175762362355	Facebook	16	1	397984	115000	2384	200
f	Facebook	Camilla Gunell till EU 2019		360575481205047	Facebook	17	1	397983	85000	3283	400
f	Facebook	Milieudefensie	Milieudefensie	83439828234	Facebook	32	1	397968	89000	4368	300
f	Facebook	Somos Feminismo		2333471100264465	Facebook	54	1	397946	104000	5346	0
f	Facebook	Μανώλης Γραφάκος - Manolis Grafakos	Manolis Grafakos	1788352434721617	Facebook	22	1	396978	94000	2178	0
