media_code_filter	media_label_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
image	Image	HEADS, s.r.o.		AR356967719951663104	Google	12	1	930000	90000	600	0
image	Image	Socialdemokratiet i Region Midtjylland		AR258908874940088320	Google	29	1	830000	60000	1450	0
image	Image	Progresívne Slovensko		AR114793686864232448	Google	15	1	780000	70000	750	0
image	Image	SoftCream Longina Śniecikowska BAreńska		AR39744596565032960	Google	14	1	770000	70000	700	0
image	Image	Projekt Európa		AR303746959120793600	Google	35	1	710000	40000	1750	0
image	Image	Česká Produkční Social Media s.r.o.		AR561937852967944192	Google	27	1	630000	40000	1350	0
image	Image	Kankaanpään Työväenyhdistys ry		AR217573010171756544	Google	23	1	590000	40000	1150	0
image	Image	Občanska demokraticka strana		AR386241117529571328	Google	55	1	550000	0	2750	0
image	Image	SOCIALDEMOKRATIET		AR271193993235136512	Google	34	1	430000	10000	1700	0
image	Image	Det Konservative Folkeparti		AR40969452518375424	Google	18	1	360000	20000	900	0
image	Image	EUpositive.sk		AR348804120993333248	Google	13	1	310000	20000	650	0
image	Image	Teknologia ja tulevaisuus ry		AR340766690994290688	Google	8	1	260000	20000	400	0
image	Image	MPhilms		AR260140327963197440	Google	3	1	210000	20000	150	0
image	Image	Barcelona en Comú		AR342176264901099520	Google	9	1	180000	10000	450	0
image	Image	GREEN DAY, s.r.o		AR423241058193768448	Google	9	1	180000	10000	450	0
image	Image	Open VLD		AR350212320510607360	Google	16	1	160000	0	800	0
image	Image	Partido Socialista Obrero Español de Castilla y León		AR476313110076981248	Google	6	1	150000	10000	300	0
image	Image	Kansallinen Kokoomus r.p.		AR210958348219056128	Google	13	1	130000	0	650	0
image	Image	Nieuw-Vlaamse Alliantie		AR417822664892088320	Google	4	1	130000	10000	200	0
image	Image	Coalición electoral Barcelona és Capital - Primàries		AR338953321442181120	Google	3	1	120000	10000	150	0
image	Image	Future Innovation SRL		AR474748779908562944	Google	3	1	120000	10000	150	0
image	Image	Let's do it media SRL		AR494327508586463232	Google	2	1	110000	10000	100	0
image	Image	Freiheitliche Partei Österreich		AR333020356698701824	Google	1	1	100000	10000	50	0
image	Image	Antikorupcija-platforma za borbu protiv korupcije		AR441827202749693952	Google	1	1	100000	10000	50	0
image	Image	Partido Animalista PACMA		AR145115193901318144	Google	2	1	20000	0	100	0
image	Image	Jukka Kopra		AR232680299937398784	Google	2	1	20000	0	100	0
image	Image	Alternativet		AR198061076825243648	Google	1	1	10000	0	50	0
image	Image	Fondation Populaire		AR320938922932699136	Google	1	1	10000	0	50	0
