day_code	day_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
d092	2019-04-02	10271	3826	39242804	12958307	260988	36032
d091	2019-04-01	10043	3650	38224711	12501918	263762	32003
d090	2019-03-31	10041	3584	32192685	11048829	213350	29828
d089	2019-03-30	10085	3647	32777013	11138483	202892	27463
d088	2019-03-29	10469	3789	43097061	15280402	271445	39386
d087	2019-03-28	10175	3622	41232856	14763858	281100	41256
d086	2019-03-27	9608	3425	43867244	16120843	283341	43627
d085	2019-03-26	9795	3293	38620202	13827488	274330	40364
d084	2019-03-25	10439	3272	37346808	12806395	333696	42514
d083	2019-03-24	9902	3248	30033503	10230318	236842	27467
d082	2019-03-23	9318	3339	30689216	10631035	206169	26993
d081	2019-03-22	10330	3550	42414382	15307416	349277	48326
d080	2019-03-21	9691	3500	40839107	14299779	302972	38428
d079	2019-03-20	9319	3271	41538786	15306476	323831	44359
d078	2019-03-19	8331	3113	35164935	12602301	271499	37280
d077	2019-03-18	7631	2975	29255293	10346729	212344	29044
d076	2019-03-17	6913	2797	23499537	8332154	160872	24121
d075	2019-03-16	6953	2886	24356754	8947024	174527	27469
d074	2019-03-15	7515	2992	34621674	12458177	262667	33366
d073	2019-03-14	7008	2699	29220300	10679581	228967	30050
d072	2019-03-13	6341	2542	26215346	9566786	208322	27080
d071	2019-03-12	6444	2546	26124796	9426647	184016	24382
d070	2019-03-11	6111	2423	29839989	11344634	199261	28852
d069	2019-03-10	5649	2343	20061206	7352627	124883	17522
d068	2019-03-09	5994	2615	26401509	9847528	173701	24346
d067	2019-03-08	6280	2624	35713507	13552724	230815	36505
d066	2019-03-07	5574	2033	27256035	10400615	185685	22988
d065	2019-03-06	4582	1767	17279967	5990097	137440	20409
d064	2019-03-05	4271	1630	13553973	4523157	99698	11976
d063	2019-03-04	4321	1544	21627514	7908175	144484	21387
d062	2019-03-03	3722	1416	10471595	3610581	73333	10270
d061	2019-03-02	3729	1379	12172892	4410321	89559	13396
d060	2019-03-01	3731	1357	14486660	5212184	100086	15835
d059	2019-02-28	3694	1190	13255220	4656390	101273	16412
d058	2019-02-27	3634	1093	13516307	4795970	98057	14616
d057	2019-02-26	3403	1034	12950521	4671595	95446	13518
d056	2019-02-25	3418	980	11787450	4177441	111521	16649
d055	2019-02-24	3258	900	7036210	2373301	86314	9775
d054	2019-02-23	3120	920	7337323	2540589	65309	9373
d053	2019-02-22	3403	964	10765606	3880993	110937	13359
d052	2019-02-21	3302	963	15390649	5299924	135062	18624
d051	2019-02-20	2872	910	15869831	6291159	122957	20576
d050	2019-02-19	2780	858	8080184	2817345	65271	10000
d049	2019-02-18	2642	831	9020786	3284562	66357	10423
d048	2019-02-17	2534	793	6247113	2124560	51016	7610
d047	2019-02-16	2528	796	5940115	1945192	49428	6569
d046	2019-02-15	2680	828	7597572	2478892	57176	7690
d045	2019-02-14	2623	820	7427558	2484539	60169	7253
d044	2019-02-13	2424	807	8141991	3120984	62389	12582
d043	2019-02-12	2452	787	9287440	3523594	65342	7394
d042	2019-02-11	2238	760	6416179	2374000	54433	7402
d041	2019-02-10	2143	724	4859617	1784473	34729	3963
d040	2019-02-09	2177	744	6793350	2600647	42123	5312
d039	2019-02-08	2326	761	8682389	3443879	59188	7860
d038	2019-02-07	2301	751	8822616	3331334	60320	8240
d037	2019-02-06	2199	730	7747443	2815141	57032	7569
d036	2019-02-05	2078	689	8861734	3216292	81043	13519
d035	2019-02-04	2107	638	8941916	3440632	87611	12217
d034	2019-02-03	1929	579	4013285	1316386	32755	4034
d033	2019-02-02	2001	590	4662628	1475008	36217	3944
d032	2019-02-01	2114	628	13725223	5071636	88177	16284
d031	2019-01-31	2300	631	7385986	2415438	65049	9029
d030	2019-01-30	2276	622	8017136	2856103	65649	10356
d029	2019-01-29	2466	603	10411076	3716030	106512	18248
d028	2019-01-28	2498	597	14782720	5599079	107651	18371
d027	2019-01-27	2216	576	6212633	2136055	55925	8445
d026	2019-01-26	2276	587	9437829	3626377	91396	17820
d025	2019-01-25	2217	619	8335127	3054501	61724	9128
d024	2019-01-24	2290	605	6288603	2050516	64718	7928
d023	2019-01-23	2110	595	5699890	1933082	48795	4786
d022	2019-01-22	1834	575	6749923	2536811	55270	7867
d021	2019-01-21	1949	573	9517253	3766179	70854	8861
d020	2019-01-20	1792	544	5150407	1926847	39068	4704
d019	2019-01-19	1746	526	4397681	1581046	34841	4272
d018	2019-01-18	1800	557	7099500	2761221	47777	7785
d017	2019-01-17	1736	556	5742370	1935844	55231	8162
d016	2019-01-16	1756	552	8702464	3114117	82671	15465
d015	2019-01-15	1944	530	8790747	2959796	89188	15580
d014	2019-01-14	1918	529	8745211	2965709	75487	10111
d013	2019-01-13	1696	505	6360710	2090782	54901	8723
d012	2019-01-12	1587	499	5759186	1856191	46343	8103
d011	2019-01-11	1617	503	5814019	1823786	47600	7012
d010	2019-01-10	1549	491	8927542	3089734	65027	10114
d009	2019-01-09	1291	439	4879785	1571504	41594	6196
d008	2019-01-08	1133	398	6440159	2455134	35849	7517
d007	2019-01-07	1101	395	3828072	1309328	24802	3108
d006	2019-01-06	2405	393	9120322	3031019	88040	12465
d005	2019-01-05	2404	383	8782658	2875953	87921	12549
d004	2019-01-04	2506	375	12428029	4305855	112404	16381
d003	2019-01-03	2057	352	11095606	3910595	93142	16759
d002	2019-01-02	2164	354	13437242	4744757	122483	23921
d001	2019-01-01	2108	329	12120942	4215209	107565	17753
