day_code	day_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
d090	2019-03-31	10405	3711	33688217	11603104	220397	30796
d089	2019-03-30	10447	3785	34577835	11794415	210729	28611
d088	2019-03-29	10833	3942	43907929	15436578	273879	39065
d087	2019-03-28	10510	3763	42738400	15315175	287694	42101
d086	2019-03-27	9929	3564	46339573	17139940	298755	46149
d085	2019-03-26	10108	3428	40887786	14758784	283751	41983
d084	2019-03-25	10731	3397	39450135	13697497	342630	44071
d083	2019-03-24	10202	3378	31128482	10646190	242075	28161
d082	2019-03-23	9644	3477	31914011	11072480	212088	27750
d081	2019-03-22	10663	3695	44168841	15943558	356180	49493
d080	2019-03-21	10024	3637	42122750	14751818	309251	39141
d079	2019-03-20	9710	3419	43739801	16084482	342024	47188
d078	2019-03-19	8691	3249	37160490	13309437	288692	40111
d077	2019-03-18	7939	3108	30797816	10906168	222858	30768
d076	2019-03-17	7177	2913	25099592	8944106	167471	25132
d075	2019-03-16	7204	2996	26391990	9793162	180718	28448
d074	2019-03-15	7760	3102	36439747	13231129	268726	34740
d073	2019-03-14	7215	2790	30205185	11066245	232863	30728
d072	2019-03-13	6522	2622	26898935	9825763	212473	27917
d071	2019-03-12	6624	2624	26689990	9631877	187388	24952
d070	2019-03-11	6261	2488	30272892	11510683	201614	29285
d069	2019-03-10	5776	2398	20429786	7492281	126592	17838
d068	2019-03-09	6115	2668	26840367	10031799	175225	24606
d067	2019-03-08	6405	2677	36211911	13749268	233131	36889
d066	2019-03-07	5683	2076	27583148	10524235	187335	23289
d065	2019-03-06	4685	1806	17650580	6140780	139133	20687
d064	2019-03-05	4365	1668	15696463	5512537	106671	13290
d063	2019-03-04	4397	1575	21920843	8020669	145954	21644
d062	2019-03-03	3791	1443	10639789	3681151	74042	10374
d061	2019-03-02	3792	1405	12374176	4483962	90757	13613
d060	2019-03-01	3796	1385	14653564	5279124	100937	15961
d059	2019-02-28	3773	1214	13478768	4726112	102672	16655
d058	2019-02-27	3711	1116	13724928	4857609	99431	14857
d057	2019-02-26	3481	1058	13169329	4735307	96841	13758
d056	2019-02-25	3486	1004	11870646	4207030	112047	16714
d055	2019-02-24	3322	923	7329226	2505484	91831	10856
d054	2019-02-23	3184	943	7431077	2572924	65841	9454
d053	2019-02-22	3461	982	10845183	3907061	111277	13440
d052	2019-02-21	3360	982	15391777	5287761	135417	18703
d051	2019-02-20	2931	929	15971032	6328971	123426	20656
d050	2019-02-19	2841	877	8226705	2863289	66359	10157
d049	2019-02-18	2701	850	9211454	3369575	67247	10580
d048	2019-02-17	2587	810	6324094	2152474	51349	7642
d047	2019-02-16	2583	815	6083834	1987362	49853	6625
d046	2019-02-15	2738	847	7703494	2513741	57679	7731
d045	2019-02-14	2684	840	7521115	2511838	60916	7295
d044	2019-02-13	2477	822	8343949	3205703	63588	12721
d043	2019-02-12	2498	798	9345263	3543485	65628	7430
d042	2019-02-11	2284	772	6481502	2398391	54768	7437
d041	2019-02-10	2189	737	4923172	1808536	35026	3998
d040	2019-02-09	2225	757	6898812	2630164	43022	5463
d039	2019-02-08	2373	775	8737852	3463396	59510	7895
d038	2019-02-07	2347	765	8876926	3351023	60522	8275
d037	2019-02-06	2245	744	7801754	2834831	57234	7603
d036	2019-02-05	2129	704	8935527	3239545	81422	13591
d035	2019-02-04	2156	655	9029692	3469520	88067	12300
d034	2019-02-03	1974	594	4081303	1338220	33126	4102
d033	2019-02-02	2045	605	4730022	1496718	36577	4012
d032	2019-02-01	2157	642	13780116	5090846	88412	16327
d031	2019-01-31	2359	642	7480237	2449899	65376	9093
d030	2019-01-30	2334	632	8110563	2890401	65960	10421
d029	2019-01-29	2523	612	10496524	3748461	106753	18296
d028	2019-01-28	2558	607	14870008	5631406	107910	18407
d027	2019-01-27	2279	587	6309035	2170638	56304	8480
d026	2019-01-26	2338	597	9529232	3658460	91718	17855
d025	2019-01-25	2276	628	8422293	3085839	61924	9163
d024	2019-01-24	2349	614	6366493	2078642	64947	7949
d023	2019-01-23	2170	604	5852468	1978946	49441	4823
d022	2019-01-22	1889	583	6834967	2566167	55607	7929
d021	2019-01-21	2005	582	9602751	3795627	71201	8923
d020	2019-01-20	1851	553	5236922	1956753	39433	4767
d019	2019-01-19	1807	536	4486445	1611202	35245	4335
d018	2019-01-18	1860	566	7177264	2789377	48091	7823
d017	2019-01-17	1797	566	5821068	1964462	55555	8199
d016	2019-01-16	1816	561	8778666	3142236	82946	15503
d015	2019-01-15	2003	539	8865758	2987690	89438	15617
d014	2019-01-14	1978	539	8820726	2993604	75787	10148
d013	2019-01-13	1753	516	6405118	2106733	55140	8749
d012	2019-01-12	1642	508	5801482	1871336	46531	8129
d011	2019-01-11	1672	512	5856314	1838931	47788	7038
d010	2019-01-10	1604	500	8974396	3105793	65217	10140
d009	2019-01-09	1346	448	4926665	1587575	41784	6222
d008	2019-01-08	1189	408	6488706	2471538	36071	7543
d007	2019-01-07	1158	406	3886621	1330733	25040	3134
d006	2019-01-06	2462	404	9180996	3050756	88428	12508
d005	2019-01-05	2460	393	8841666	2895356	88276	12592
d004	2019-01-04	2561	384	12441540	4301259	112474	16299
d003	2019-01-03	2103	361	11105891	3905262	93266	16670
d002	2019-01-02	2209	363	13437320	4736141	122546	23826
d001	2019-01-01	2152	338	12121612	4206512	107725	17658
