advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	media_code_filter	media_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Teknologia ja tulevaisuus ry		AR340766690994290688	Google	image	Image	8	1	260000	20000	400	0
MPhilms		AR260140327963197440	Google	image	Image	3	1	210000	20000	150	0
Barcelona en Comú		AR342176264901099520	Google	image	Image	9	1	180000	10000	450	0
GREEN DAY, s.r.o		AR423241058193768448	Google	image	Image	9	1	180000	10000	450	0
Open VLD		AR350212320510607360	Google	image	Image	16	1	160000	0	800	0
Partido Socialista Obrero Español de Castilla y León		AR476313110076981248	Google	image	Image	6	1	150000	10000	300	0
Kansallinen Kokoomus r.p.		AR210958348219056128	Google	image	Image	13	1	130000	0	650	0
Nieuw-Vlaamse Alliantie		AR417822664892088320	Google	image	Image	4	1	130000	10000	200	0
Coalición electoral Barcelona és Capital - Primàries		AR338953321442181120	Google	image	Image	3	1	120000	10000	150	0
Future Innovation SRL		AR474748779908562944	Google	image	Image	3	1	120000	10000	150	0
Let's do it media SRL		AR494327508586463232	Google	image	Image	2	1	110000	10000	100	0
Freiheitliche Partei Österreich		AR333020356698701824	Google	image	Image	1	1	100000	10000	50	0
Antikorupcija-platforma za borbu protiv korupcije		AR441827202749693952	Google	image	Image	1	1	100000	10000	50	0
Partido Animalista PACMA		AR145115193901318144	Google	image	Image	2	1	20000	0	100	0
Jukka Kopra		AR232680299937398784	Google	image	Image	2	1	20000	0	100	0
Alternativet		AR198061076825243648	Google	image	Image	1	1	10000	0	50	0
Fondation Populaire		AR320938922932699136	Google	image	Image	1	1	10000	0	50	0
