platform_code_filter	platform_name_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
g	Google	NÁRODNÁ KOALÍCIA		AR12498698428743680	Google	4	1	12100000	1210000	61000	1100
g	Google	HLAS		AR312619193323225088	Google	618	1	11490000	590000	40800	1100
g	Google	SOCIALDEMOKRATIET		AR271193993235136512	Google	18	1	10800000	1080000	333500	5850
g	Google	EVOLVEDREAMSOFT SRL		AR495298652231696384	Google	130	1	10300000	950000	10100	400
g	Google	Liberal Alliance		AR183859784640888832	Google	100	1	10000000	940000	204050	5150
g	Google	Arnora Oy		AR181544213152792576	Google	1	1	10000000	1000000	500	50
g	Google	GRAFTET MICHAŁ TETERYCZ		AR164284079619964928	Google	28	1	9370000	930000	1850	50
g	Google	mmb media agentur d.o.o.		AR524572049809604608	Google	746	1	8900000	160000	37300	0
g	Google	SPD		AR456734381399080960	Google	32	1	8330000	820000	427250	36700
g	Google	CDA Doetinchem		AR453512812329697280	Google	35	1	7820000	770000	2650	100
g	Google	Suomen Sosialidemokraattinen Puolue - Finlands Socialdemokratiska  Parti r.p.		AR525570406367625216	Google	67	1	7060000	650000	282800	5600
g	Google	UAB "BPN LT"		AR135010682042056704	Google	32	1	6800000	680000	2500	100
g	Google	SoftCream Longina Śniecikowska BAreńska		AR39744596565032960	Google	35	1	6020000	590000	4000	250
g	Google	Venstres Landsorganisation		AR283015942256984064	Google	54	1	5760000	540000	307150	5550
g	Google	Sozialdemokratische Partei Österreichs (SPÖ)		AR520910676089110528	Google	65	1	5600000	510000	131150	2900
g	Google	Cink, s.r.o.		AR361287976015101952	Google	29	1	5240000	510000	3700	250
g	Google	Perussuomalaiset r.p., Sannfinländarna r.p.		AR535217521389731840	Google	32	1	5000000	480000	128150	2750
g	Google	Socialdemokratiet Sønderborg kreds		AR556939473108074496	Google	76	1	4810000	420000	8750	550
g	Google	KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ		AR237340030215913472	Google	50	1	4730000	440000	2950	50
g	Google	Česká Produkční Social Media s.r.o.		AR561937852967944192	Google	26	1	4130000	400000	3550	250
g	Google	Rumilus Design Oy		AR391102333313875968	Google	32	1	4100000	390000	1600	0
g	Google	Párbeszéd Magyarországért		AR567356246269624320	Google	11	1	3350000	330000	1900	150
g	Google	Fianna Fáil		AR101183107301900288	Google	31	1	3280000	310000	4250	300
g	Google	DOPRAVA		AR56197688563073024	Google	6	1	3030000	300000	61550	1150
g	Google	Petteri Rädyn tukiyhdistys ry		AR427131130332839936	Google	17	1	2870000	280000	153750	2850
g	Google	CENTERPARTIETS RIKSORGANISATION		AR484881879070146560	Google	266	1	2840000	20000	110800	2350
g	Google	Flamesite s.r.o.		AR522320249995919360	Google	177	1	2670000	100000	9300	50
g	Google	Jukka Kopra		AR232680299937398784	Google	13	1	2560000	250000	122250	2200
g	Google	Saku Petteri Räty		AR196651502918434816	Google	27	1	2340000	210000	63950	1300
g	Google	Gestion et Action Libérale		AR201311233196949504	Google	210	1	2280000	20000	103500	1850
g	Google	TOP 09		AR268709096956362752	Google	156	1	2280000	80000	7800	0
g	Google	Sozialdemokratische Partei Österreich		AR89974685768351744	Google	8	1	2240000	220000	62100	1200
g	Google	Start Business Hellas Single Member P.C.		AR513164341793521664	Google	2	1	2000000	200000	60000	1000
g	Google	CDU-Kreisverband Neustadt		AR152876371603881984	Google	2	1	2000000	200000	1000	100
g	Google	Teknologia ja tulevaisuus ry		AR340766690994290688	Google	22	1	1840000	170000	2900	200
g	Google	Pirkanmaan Kokoomus ry		AR571246318408695808	Google	12	1	1740000	170000	64550	1450
g	Google	Socialdemokratiet		AR237678679797268480	Google	33	1	1590000	140000	8400	750
g	Google	SPD Berlin		AR257142234632159232	Google	13	1	1480000	140000	32850	750
g	Google	Bündnis90/ Die Grünen		AR207068276079984640	Google	33	1	1410000	120000	96900	2100
g	Google	GREEN DAY, s.r.o		AR423241058193768448	Google	56	1	1370000	90000	5050	250
g	Google	Bündnis 90/Die Grünen Baden-Württemberg		AR17917091730423808	Google	134	1	1340000	0	6700	0
g	Google	Savo-Karjalan vihreät ry		AR343251587273064448	Google	24	1	1230000	110000	1200	0
g	Google	Kresťanská únia		AR358916054556082176	Google	3	1	1200000	120000	1050	100
g	Google	Hämeen Uusi Suunta ry		AR330633591832707072	Google	18	1	900000	80000	64400	1400
g	Google	Partito Democratico		AR254356072167374848	Google	26	1	890000	70000	215450	4000
g	Google	Kankaanpään Työväenyhdistys ry		AR217573010171756544	Google	25	1	790000	60000	2150	100
g	Google	Varsinais-Suomen Kokoomus ry		AR199136399197208576	Google	51	1	780000	30000	9300	750
g	Google	EUpositive.sk		AR348804120993333248	Google	20	1	650000	50000	1450	50
g	Google	European People’s Party		AR308399267695820800	Google	30	1	570000	30000	5100	400
g	Google	Yhteinen hyvä ry		AR296997332115783680	Google	35	1	440000	10000	3550	200
g	Google	Vapaus ry		AR124593908880506880	Google	24	1	420000	20000	1200	0
g	Google	Open Vld		AR369049153717665792	Google	33	1	420000	10000	2100	50
g	Google	Alternative für Deutschland		AR380456861733748736	Google	6	1	420000	40000	1200	100
g	Google	Sozialdemokratische Partei Deutschlands SPD		AR224933965641809920	Google	4	1	400000	40000	1100	100
g	Google	Maailman Paras Pääkaupunki ry		AR221113437613195264	Google	17	1	350000	20000	4900	450
g	Google	Barcelona en Comú		AR342176264901099520	Google	20	1	290000	10000	1450	50
g	Google	Nacionālā apvienība "Visu Latvijai!" - "Tēvzemei un Brīvībai/LNNK"		AR420861715031261184	Google	8	1	260000	20000	1300	100
g	Google	Maria Spyraki		AR80818777565954048	Google	8	1	260000	20000	400	0
g	Google	Unitas		AR53945888749387776	Google	22	1	220000	0	1100	0
g	Google	Občanská demokratická strana		AR37429025076936704	Google	2	1	200000	20000	1000	100
g	Google	Janika Takatalo		AR113027046556303360	Google	15	1	150000	0	750	0
g	Google	Liberal Alliance Djursland		AR73057599863390208	Google	15	1	150000	0	750	0
g	Google	Työlinjalla ry		AR88565111861542912	Google	14	1	140000	0	700	0
g	Google	SPÖ-Landesorganisation Burgenland		AR345765070854160384	Google	13	1	130000	0	2450	200
g	Google	Tampereen Vihreät ry		AR4096230569279488	Google	13	1	130000	0	650	0
g	Google	PARTIDUL PRO ROMANIA		AR542586448319086592	Google	2	1	110000	10000	100	0
g	Google	Michael Aastrup Jensen		AR92226485582036992	Google	2	1	110000	10000	550	50
g	Google	Antikorupcija-platforma za borbu protiv korupcije		AR441827202749693952	Google	1	1	100000	10000	50	0
g	Google	COALICIO COMPROMIS:BLOC-INICIATIVA-VERDS		AR564955737508282368	Google	1	1	100000	10000	500	50
g	Google	W.R.P.R., s.r.o.		AR111802190602960896	Google	1	1	100000	10000	500	50
g	Google	AfD-Kreisverband Braunschweig		AR201649882778304512	Google	9	1	90000	0	450	0
g	Google	Studio Montrucchio Capello snc		AR159631771044937728	Google	6	1	60000	0	300	0
g	Google	Dansk Folkeparti - Århus Lokalforening		AR167070242084749312	Google	6	1	60000	0	300	0
g	Google	Uusmaalaisten puolesta ry		AR139371345157816320	Google	5	1	50000	0	2050	200
g	Google	ADDO DIGITAL IKE		AR15516582969081856	Google	3	1	30000	0	150	0
g	Google	Klassiskt Liberala Partiet		AR214800866480226304	Google	3	1	30000	0	600	50
g	Google	Morten Dahlin		AR273707476816232448	Google	3	1	30000	0	150	0
g	Google	Projekt Európa		AR303746959120793600	Google	3	1	30000	0	150	0
g	Google	Tėvynės Sąjunga – Lietuvos krikščionys demokratai		AR186518403756851200	Google	2	1	20000	0	550	50
g	Google	GroenLinks		AR148211418645135360	Google	1	1	10000	0	50	0
g	Google	Avante Comunicación SL		AR486291452976955392	Google	1	1	10000	0	50	0
