advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	media_code_filter	media_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Coalición electoral Barcelona és Capital - Primàries		AR338953321442181120	Google	image	Image	5	1	1220000	120000	700	50
Barcelona en Comú		AR342176264901099520	Google	image	Image	10	1	1180000	110000	950	50
Suomen Keskusta r.p.		AR441112520191639552	Google	image	Image	2	1	1100000	110000	550	50
SPD Berlin		AR257142234632159232	Google	image	Image	1	1	1000000	100000	500	50
Pirkanmaan Kokoomus ry		AR571246318408695808	Google	image	Image	1	1	1000000	100000	500	50
Projekt Európa		AR303746959120793600	Google	image	Image	36	1	810000	50000	1800	0
Kankaanpään Työväenyhdistys ry		AR217573010171756544	Google	image	Image	25	1	790000	60000	2150	100
Liberal Alliance Djursland		AR73057599863390208	Google	image	Image	70	1	700000	0	3500	0
GREEN DAY, s.r.o		AR423241058193768448	Google	image	Image	12	1	480000	40000	1050	50
MPhilms		AR260140327963197440	Google	image	Image	5	1	410000	40000	700	50
Maria Spyraki		AR80818777565954048	Google	image	Image	8	1	350000	30000	850	50
Open VLD		AR350212320510607360	Google	image	Image	19	1	190000	0	950	0
Työlinjalla ry		AR88565111861542912	Google	image	Image	14	1	140000	0	700	0
Let's do it media SRL		AR494327508586463232	Google	image	Image	2	1	110000	10000	100	0
Petteri Rädyn tukiyhdistys ry		AR427131130332839936	Google	image	Image	1	1	100000	10000	500	50
Antikorupcija-platforma za borbu protiv korupcije		AR441827202749693952	Google	image	Image	1	1	100000	10000	50	0
Fondation Populaire		AR320938922932699136	Google	image	Image	1	1	10000	0	50	0
