advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	gender_code_filter	gender_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Konfederacja KORWiN Braun Liroy Narodowcy	KWW Konfederacja KORWiN Braun Liroy Narodowcy	1971966879776579	Facebook	f	female	51	1	3762876	1646468	13180	3207
MoVimento 5 Stelle	MoVimento 5 Stelle	174457180812	Facebook	f	female	13	1	3643629	1596477	18184	4458
Partidul Naţional Liberal	Future Innovation 	181375448581167	Facebook	f	female	20	1	3630110	1703197	8671	3584
Kyriakos Mitsotakis	ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	34848567724	Facebook	f	female	39	1	3577426	1581361	10086	2066
sp.a	sp.a	57253967150	Facebook	f	female	35	1	3558800	1567479	11913	3270
Miljöpartiet de gröna	Miljöpartiet de gröna	34780126150	Facebook	f	female	44	1	3535611	1610715	35942	8258
Jobbik Magyarországért Mozgalom	Jobbik Magyarországért Mozgalom	287770891404	Facebook	f	female	23	1	3517181	1624048	10930	5048
Esquerra Republicana de Catalunya	Esquerra Republicana de Catalunya	150234575797	Facebook	f	female	146	1	3484097	1349366	25660	4446
Silvio Berlusconi	Silvio Berlusconi	116716651695782	Facebook	f	female	68	1	3334675	1393991	15686	3325
Carlo Calenda	Siamo Europei	131887960826264	Facebook	f	female	11	1	3235324	1539013	14207	3112
MSZP	MSZP	115388925185513	Facebook	f	female	41	1	3177106	1319239	9345	3831
Venstre, Danmarks Liberale Parti	Venstre, Danmarks Liberale Parti	21465928829	Facebook	f	female	89	1	3092762	1128493	24138	6553
INBOX	New Digital Media	369693523475596	Facebook	f	female	68	1	3074071	1370292	4429	471
Conservatives	The Conservative Party	8807334278	Facebook	f	female	1385	1	3042249	767063	86912	2578
Parlamentul European, Biroul de Informare în Romania	Parlamentul European, Biroul de Informare în Romania	138896782840976	Facebook	f	female	15	1	3017340	1397398	3920	872
Podemos	UNIDAS PODEMOS CAMBIAR EUROPA	269212336568846	Facebook	f	female	14	1	2983330	1443273	50545	11399
Vote For Your Future	Vote For Your Future	2026046207505845	Facebook	f	female	27	1	2974084	1236008	34814	8494
ΣΥ.ΡΙΖ.Α.	ΣΥ.ΡΙΖ.Α.	31895177275	Facebook	f	female	17	1	2918235	1362154	17430	4182
Harald Vilimsky	FPÖ	547597092025909	Facebook	f	female	37	1	2914839	1258867	27465	6064
CDH - Centre Démocrate Humaniste	CDH - Centre Démocrate Humaniste	189649407806135	Facebook	f	female	44	1	2914763	1220149	7148	2001
Partidul Social Democrat	Partidul Social Democrat	291177524360702	Facebook	f	female	12	1	2895335	1400377	5588	1133
Groen	Groen	84920854319	Facebook	f	female	143	1	2816084	1053900	24251	4070
DIE LINKE	DIE LINKE	47694585682	Facebook	f	female	605	1	2797445	757745	24297	524
ALDE - Partidul Alianta Liberalilor si Democratilor	EvolveDreamSoft	1445317929104549	Facebook	f	female	37	1	2795431	1248842	8864	2023
Dobrev Klára	Demokratikus Koalíció	1880809845328535	Facebook	f	female	103	1	2743802	1005495	9079	3297
Partito Democratico	Partito Democratico	77034286895	Facebook	f	female	57	1	2736820	1254376	13207	2494
ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	82362291274	Facebook	f	female	22	1	2673901	1252754	3957	1282
Κίνημα Αλλαγής	Κίνημα Αλλαγής	504891253213373	Facebook	f	female	30	1	2650356	1135956	5158	1464
Wiosna Biedronia	KW Wiosna Roberta Biedronia	2246647628925721	Facebook	f	female	22	1	2557928	1177828	14105	3327
Caterina Cerroni	Caterina Cerroni	1618719834925589	Facebook	f	female	25	1	2482255	1184635	16193	3752
Massimiliano Santini	Massimiliano Ghelfi	389585871653842	Facebook	f	female	113	1	2433072	971389	10791	1711
Edukacja dla Dobrego Klimatu	Wojciech Makowski	798249970192065	Facebook	f	female	28	1	2391894	971327	11536	2988
European Free Alliance	European Free Alliance	46708306425	Facebook	f	female	32	1	2379440	975599	19571	4370
Peter Mertens	PVDA	236485149843971	Facebook	f	female	50	1	2343094	936673	20158	5793
SPÖ	SPÖ	77393060080	Facebook	f	female	94	1	2343084	961330	18154	5444
Adam Bielan	KW PRAWO I SPRAWIEDLIWOŚĆ	228951150597089	Facebook	f	female	50	1	2336793	926922	8586	2368
Podemos Comunidad de Madrid	Unidas Podemos Izquierda Unida Madrid en Pie	261762710669900	Facebook	f	female	26	1	2328459	1039257	28192	8719
Демократична България	Демократична България	995342840629890	Facebook	f	female	33	1	2219641	1002492	12643	2530
Sebastian Kurz	Volkspartei	105151752909840	Facebook	f	female	20	1	2204469	993397	22893	4962
HOPE not hate	HOPE not hate	91897231853	Facebook	f	female	20	1	2201232	974362	14435	3162
Centerpartiet	Centerpartiet	12690894340	Facebook	f	female	33	1	2140498	966838	35797	15862
To Potami	To Potami	240638659452549	Facebook	f	female	19	1	2139180	990474	11966	2985
KUKIZ'15	Komitet Wyborczy Wyborców Kukiz'15	328170794051845	Facebook	f	female	180	1	2105463	661508	5870	1147
John Crombez	sp.a	264131406977201	Facebook	f	female	23	1	2102562	976931	8731	2055
Thalia Buchhandlung - Thalia.de	Thalia Buchhandlung - Thalia.de	342884401877	Facebook	f	female	16	1	2098874	922281	32443	7093
Platforma Obywatelska	KKW Koalicja Europejska PO PSL SLD .N Zieloni	102931488739	Facebook	f	female	69	1	2096967	707485	6663	1790
Nicola Beer	FDP	206866712830769	Facebook	f	female	91	1	2083621	841772	21416	4318
Matteo Salvini	Lega - Salvini Premier	252306033154	Facebook	f	female	11	1	2076183	992701	11006	2178
Párbeszéd Magyarországért	Párbeszéd Magyarországért	113684438795574	Facebook	f	female	38	1	2067166	840452	3576	1226
PACMA - Partido Animalista	PACMA - Partido Animalista	72181181684	Facebook	f	female	11	1	2060808	974407	4706	1948
Amnesty International UK	Amnesty International UK	7624294394	Facebook	f	female	467	1	2034511	436925	41291	2040
Sverigedemokraterna	Sverigedemokraterna	676246449160270	Facebook	f	female	49	1	1986002	851598	26183	8206
SEO/BirdLife	SEO/BirdLife	70020937349	Facebook	f	female	42	1	1946475	756446	6596	1347
Det Konservative Folkeparti	Det Konservative Folkeparti	39233495912	Facebook	f	female	61	1	1943918	719898	32386	8375
Ρένα Δούρου	Ρένα Δούρου	225197477683663	Facebook	f	female	70	1	1905822	763682	10077	1939
Spoločnými Silami Za Rozkvet Gemera	Horváth Csaba	106240706496397	Facebook	f	female	379	1	1870914	513051	21298	326
Volt Nederland	Volt Nederland	146644665960101	Facebook	f	female	124	1	1869245	731030	12000	1815
Socialdemokratiet	Socialdemokratiet	41459763029	Facebook	f	female	59	1	1837545	659092	19547	5775
Die Grünen	Die Grünen	21759893033	Facebook	f	female	33	1	1835727	778754	19051	5242
Strana nezávislosti České republiky	Strana nezávislosti České republiky	1199083776860090	Facebook	f	female	16	1	1816327	803871	5318	1139
Česká pirátská strana	Česká pirátská strana	109323929038	Facebook	f	female	11	1	1801559	856369	9709	3859
LMP - Lehet Más a Politika	LMP - Lehet Más a Politika	47198507012	Facebook	f	female	17	1	1798514	765668	2289	958
PSOE Aragón	PSOE Aragón	170970449608409	Facebook	f	female	1394	1	1796034	110530	136621	0
Greenpeace France	Greenpeace France	39435457457	Facebook	f	female	16	1	1782809	746014	7546	1735
HDZ - Hrvatska demokratska zajednica	HDZ - Hrvatska demokratska zajednica	406059206159790	Facebook	f	female	50	1	1754930	758724	7211	1869
Demokratie in Europa - Diem25	Demokratie in Europa - DiEM25	267443093828699	Facebook	f	female	105	1	1738168	655449	10853	2826
GroenLinks	GroenLinks	175740570505	Facebook	f	female	31	1	1728856	743549	16837	4221
SSU	SSU	45101268520	Facebook	f	female	60	1	1727055	649583	26784	6738
Antanas Guoga	Lietuvos Centro Partijos rinkimų sąskaita	18276748821	Facebook	f	female	15	1	1717358	765272	10353	2238
Plan International Sverige	Plan International Sverige	382243262003	Facebook	f	female	32	1	1697400	709420	13231	3960
Party of European Socialists	Party of European Socialists	148097975226385	Facebook	f	female	30	1	1675576	703320	3635	532
Sme rodina	Sme rodina	600235073447674	Facebook	f	female	6	1	1671469	784982	7460	1750
Kristdemokraterna	Kristdemokraterna	115198178364	Facebook	f	female	125	1	1659856	601610	25731	8228
Esquerra Barcelona	Esquerra Barcelona	374070875952519	Facebook	f	female	38	1	1633029	675846	14028	3094
Partij van de Arbeid (PvdA)	Partij van de Arbeid (PvdA)	113895885305052	Facebook	f	female	33	1	1607361	659896	7731	2574
déi gréng	déi gréng	21710789873	Facebook	f	female	51	1	1600443	463850	10045	1659
Forza Italia	Forza Italia	172265396249029	Facebook	f	female	10	1	1599073	694974	5163	1354
Greenpeace España	Greenpeace España	133044800622	Facebook	f	female	79	1	1590044	558222	6659	670
Exit from Brexit	the Liberal Democrats	1600429670027154	Facebook	f	female	44	1	1583217	504998	14332	3702
Παύλος Γερουλάνος	Παύλος Γερουλάνος	196882087005924	Facebook	f	female	51	1	1570186	663478	5799	1267
PSOE Canarias	PSOE Canarias	271931812851156	Facebook	f	female	8	1	1558492	712820	2336	782
Psc Barcelona	PSC Partit dels  Socialistes de Catalunya	439957149400799	Facebook	f	female	24	1	1554865	645044	24512	5968
D66	D66	52985377549	Facebook	f	female	27	1	1540393	682225	7706	1680
Compromís	Compromís	194053080624605	Facebook	f	female	86	1	1533810	434872	6699	489
People's Vote UK	People's Vote	748608695327755	Facebook	f	female	53	1	1486171	644991	23855	6982
Ökologisch-Demokratische Partei (ÖDP)	Ökologisch-Demokratische Partei (ÖDP)	120655374567	Facebook	f	female	15	1	1479680	733707	4686	1166
CDA	CDA	320374518118	Facebook	f	female	8	1	1476393	667058	8156	2137
Gazeta Wyborcza	Gazeta Wyborcza	63563473556	Facebook	f	female	79	1	1467980	472071	3258	536
Kokoomus	Kokoomus	201285237101	Facebook	f	female	284	1	1449828	407192	26279	2542
Vasemmistoliitto	Vasemmistoliitto	60390955171	Facebook	f	female	107	1	1437784	409208	16261	2954
Giorgia Meloni	Fratelli d'Italia	38919827644	Facebook	f	female	21	1	1434638	610643	9301	2090
Приоритети	БЗНС	1163987410423594	Facebook	f	female	36	1	1432272	610546	7077	1222
Magyar Közösség Pártja	Magyar Közösség Pártja	259594940734093	Facebook	f	female	1189	1	1413931	175448	86324	54
VVD	VVD	121264564551002	Facebook	f	female	32	1	1407030	631743	8226	1690
Andrej Babiš	ANO	214827221987263	Facebook	f	female	13	1	1406202	652648	8514	2675
Reacciona y Actúa	Actúa 	1916676245053161	Facebook	f	female	29	1	1396790	588808	3414	439
PNL Oradea	PNL Oradea	304085190083197	Facebook	f	female	41	1	1389881	515912	3227	1040
Движение ВОЛЯ	Движение Воля	289082018098560	Facebook	f	female	5	1	1380731	552293	1377	276
Partido Socialista de la Región de Murcia (PSRM-PSOE)	Partido Socialista de la Región de Murcia 	154616807805	Facebook	f	female	85	1	1370782	300115	6949	589
Giuliano Pisapia	Giuliano Pisapia	112352038802143	Facebook	f	female	18	1	1370275	603509	4392	910
Partit Nazzjonalista	Partit Nazzjonalista	159249234115841	Facebook	f	female	14	1	1366296	574218	11437	2732
Angelo Ciocca	Angelo Ciocca	479212098810360	Facebook	f	female	11	1	1364331	603210	10555	2364
PARTEI MENSCH UMWELT TIERSCHUTZ	PARTEI MENSCH UMWELT TIERSCHUTZ	108568039165729	Facebook	f	female	17	1	1363574	545464	12204	3481
Partizán	Gulyás Márton Ferenc	1406386486355924	Facebook	f	female	109	1	1358500	470069	2599	883
Ομάδα Μνήμης	In Progress	230319800467420	Facebook	f	female	7	1	1352077	631107	8011	1779
Die Offene Gesellschaft	die Initiative Offene Gesellschaft mit Facebook-Werbegutschrift	912255502235222	Facebook	f	female	483	1	1349530	301289	27002	1055
Carmine Spiaggia	Carmine Spiaggia	425820797979047	Facebook	f	female	4	1	1299996	550000	6996	1700
Ebba Busch Thor	Kristdemokraterna	661702230515862	Facebook	f	female	33	1	1286895	467797	7265	2518
RMDSZ	RMDSZ	102601499822802	Facebook	f	female	65	1	1275419	348795	2743	533
Ecolo	Ecolo	38296327361	Facebook	f	female	36	1	1271334	547532	7188	1654
Cseh Katalin - Momentum	Momentum Mozgalom	682448271826776	Facebook	f	female	31	1	1265284	462385	3291	1192
Jerzy Buzek	Koalicyjny Komitet Wyborczy Koalicja Europejska PO PSL SLD .N Zieloni	69153026654	Facebook	f	female	29	1	1251798	527037	3877	1000
Socialni demokrati (SD)	Socialni demokrati (SD)	12676777580	Facebook	f	female	153	1	1248962	304278	6537	0
Gyurcsány Ferenc	Demokratikus Koalíció	187301974635606	Facebook	f	female	21	1	1243363	567059	3294	1496
Greenpeace UK	Greenpeace UK 	9250349228	Facebook	f	female	50	1	1235061	299878	5253	397
QuoteSearch.com	QuoteSearch	2235255886787452	Facebook	f	female	62	1	1224560	442054	15965	2570
Thodoris Kalabokis	Thodoris Kalabokis	311791572779718	Facebook	f	female	19	1	1221035	537547	6352	1685
Brando Benifei	Brando Benifei	291380024325396	Facebook	f	female	25	1	1220668	493613	7807	1840
Europäisches Parlament - Verbindungsbüro in Deutschland	Europäisches Parlament - Verbindungsbüro in Deutschland	294494163510	Facebook	f	female	3	1	1218504	540557	9525	1905
Valter Flego	IDS - Istarski Demokratski Sabor	441675022557503	Facebook	f	female	32	1	1210654	495463	4061	757
Nikolaj Villumsen	Nikolaj Villumsen	529124290474705	Facebook	f	female	41	1	1202209	471849	19450	4750
Stadt Wien	Stadt Wien	110971788921077	Facebook	f	female	20	1	1201565	503482	4322	1068
Voxpop Analysis	Ιωάννης Απόστολος Σκλίας	126822114784105	Facebook	f	female	60	1	1198926	387417	6867	654
Più Europa	Più Europa	126662574668084	Facebook	f	female	9	1	1187182	533461	6224	1652
Jaunā Vienotība	Partiju apvienība “Jaunā Vienotība”	164326166970895	Facebook	f	female	30	1	1182572	406139	3115	317
Nicola Zingaretti	Partito Democratico	38423524033	Facebook	f	female	5	1	1181173	480197	1294	259
Akcja Demokracja	Akcja Demokracja	277892342334350	Facebook	f	female	19	1	1177301	438852	2952	542
Jakab Péter	Jobbik Magyarországért Mozgalom	781150971947219	Facebook	f	female	11	1	1177057	486932	2639	1160
Departamentul pentru Agricultură și Dezvoltare Rurală al PSD	Partidul Social Democrat	339365506708219	Facebook	f	female	5	1	1174610	480779	504	235
Ahora Repúblicas		578942235869606	Facebook	f	female	2	1	1174470	587236	5871	1174
ČSSD	ČSSD	111041662264882	Facebook	f	female	141	1	1174156	388275	12453	2737
Greens/EFA in the European Parliament	Greens/EFA in the European Parliament	150527751674751	Facebook	f	female	24	1	1167094	422585	2971	378
Partido Socialista Europeu	Partido Socialista Europeu	126509981274614	Facebook	f	female	18	1	1164659	485529	1406	103
Dansk Folkeparti	Dansk Folkeparti	520449347983427	Facebook	f	female	10	1	1156070	507427	14432	3275
Prawo i Sprawiedliwość	Komitet Wyborczy Prawo i Sprawiedliwość	157458232131	Facebook	f	female	32	1	1154594	484961	2731	574
Caterina Avanza	Partito Democratico - Caterina Avanza	623847078064207	Facebook	f	female	33	1	1153998	428979	8095	2155
Enhedslisten	Enhedslisten	223040066022	Facebook	f	female	39	1	1152984	419803	11069	4518
Konstanty Radziwiłł	KW PRAWO I SPRAWIEDLIWOŚĆ	928240283878303	Facebook	f	female	41	1	1152362	424610	4389	1380
Európai Parlament Tájékoztatási Irodája	Európai Parlament Tájékoztatási Irodája	126893087354793	Facebook	f	female	30	1	1150762	453579	1458	528
ABOUT YOU	ABOUT YOU	689801517732186	Facebook	f	female	5	1	1149686	553355	7010	1516
Lietuvos valstiečių ir žaliųjų sąjunga	Lietuvos valstiečių ir žaliųjų sąjunga	190209177745566	Facebook	f	female	23	1	1143703	475083	4191	718
Vihreät - De Gröna	Vihreät - De Gröna	33722070600	Facebook	f	female	16	1	1124969	511992	6616	2214
USR Iași	Uniunea Salvați România - USR	1792449434342411	Facebook	f	female	21	1	1117322	504591	5234	1531
Norica Nicolai	Increase Digital	121265151226126	Facebook	f	female	30	1	1111874	348538	1925	342
CSU (Christlich-Soziale Union)	CSU (Christlich-Soziale Union)	81386795687	Facebook	f	female	13	1	1110374	504304	9428	2823
Kostas Dervos	Kostas Dervos	1970779819866623	Facebook	f	female	50	1	1110024	381835	2695	371
Răcnetul Oamenilor Sătui	IOANITA MARIN-IOANA	165452684079944	Facebook	f	female	9	1	1104889	494068	790	191
Alfahír	Alfahír Hírportál	525574220799452	Facebook	f	female	51	1	1083746	400931	3796	1564
Θοδωρής Ζαγοράκης / Thodoris Zagorakis	Θοδωρής Ζαγοράκης / Thodoris Zagorakis	235332330007800	Facebook	f	female	5	1	1083711	478281	1276	506
Joanna Skrzydlewska	Koalicyjny Komitet Wyborczy Koalicja Europejska PO PSL SLD .N Zieloni	274904002573727	Facebook	f	female	51	1	1069118	342786	2933	749
PLUS	PLUS	1903580739951981	Facebook	f	female	2	1	1068191	534096	1193	281
Cristian Bușoi	Rus Alexandra	112332998808842	Facebook	f	female	26	1	1066651	468463	1422	381
MR - Mouvement Réformateur	MR - Mouvement Réformateur	236330169511	Facebook	f	female	284	1	1054443	278466	17308	1407
In Progress	In Progress	254883792041627	Facebook	f	female	6	1	1054437	477907	3670	1161
Swatch	Swatch	297973083586150	Facebook	f	female	13	1	1050604	376123	10580	2026
Крум Дончев/Krum Donchev	Крум Дончев/Krum Donchev	155516354469476	Facebook	f	female	15	1	1040648	389439	3032	962
Front Europejski	Medium: agencja reklamowa	590514511295079	Facebook	f	female	63	1	1030837	324435	4652	999
Στέλιος Κούλογλου - Stelios Kouloglou	Στέλιος Κούλογλου	230852653624004	Facebook	f	female	20	1	1019530	395401	6308	1223
Sozialdemokratische Partei Europas	Sozialdemokratische Partei Europas	338549033673221	Facebook	f	female	32	1	1006418	414199	3949	631
Daňové a odvodové tipy Jozefa Mihála	SPOLU - občianska demokracia	517511148296579	Facebook	f	female	11	1	1005670	443629	6845	2022
Ζωή Κωνσταντοπούλου - Zoe Konstantopoulou	Πλεύση Ελευθερίας	1489639131352219	Facebook	f	female	37	1	1003828	362570	1953	266
Darbo partija	Darbo partija	264116120225	Facebook	f	female	22	1	994442	407754	3043	740
KlimatAlert	Wojciech Makowski	342956762998558	Facebook	f	female	18	1	989546	365307	3490	723
Antton Rönnholm	Antton Rönnholm	575908612596562	Facebook	f	female	86	1	974336	222499	8650	941
Søren Pape Poulsen	Søren Pape Poulsen	952334508116178	Facebook	f	female	19	1	965627	417782	26607	5768
Už Ingridą	Ingrida Šimonytė	2214495192154107	Facebook	f	female	28	1	958067	302076	2322	158
MÉS per Mallorca	MÉS per Mallorca	183718528322316	Facebook	f	female	29	1	956615	315624	4689	923
De Goede Zaak	DeGoedeZaak	264564577356897	Facebook	f	female	9	1	950674	404915	9540	2069
Sven Giegold	Sven Giegold	1391306014465513	Facebook	f	female	23	1	948770	366005	8609	1654
Campact e.V.	Campact e.V.	82734241364	Facebook	f	female	6	1	941649	458358	8161	1947
Parti Socialiste (PS)	Parti Socialiste (PS)	518402351504731	Facebook	f	female	36	1	941278	303236	13596	4282
Parti Populaire - Le Peuple	Parti Populaire - Le Peuple	482811111771571	Facebook	f	female	7	1	938858	405824	7525	1642
Angelika Winzig	Wirtschaftsbund Österreich	141015722773374	Facebook	f	female	333	1	934408	219098	20614	1185
Annalisa Corrado	ANNALISA CORRADO (mandataria elettorale Serena Drigo)	152120842162775	Facebook	f	female	109	1	929957	296487	7201	145
NÁRODNÁ KOALÍCIA	dtp media	145677979100505	Facebook	f	female	17	1	926933	370358	3316	622
Waldemar Tomaszewski / Valdemar Tomaševski	Zacharevic Raimund	169414316438308	Facebook	f	female	4	1	917418	366967	1833	917
Fratelli d'Italia	Fratelli d'Italia	355710427861591	Facebook	f	female	30	1	917013	361400	5247	1376
Стефан Тафров	Стефан Тафров	233810563693016	Facebook	f	female	17	1	905514	371980	2387	589
Vänsterpartiet	Vänsterpartiet	323156205347	Facebook	f	female	81	1	904711	200494	5716	1318
Urmas Paet	Paet Urmas	223092011815453	Facebook	f	female	33	1	893541	218181	8351	1542
Lemiamas šuolis	Rinkimų komitetas "Lemiamas šuolis"	993853767374212	Facebook	f	female	24	1	891878	320479	3984	794
Krzysztof Hetman	Krzysztof Hetman KKW Koalicja Europejska PO PSL SLD .N Zieloni	1607487699534202	Facebook	f	female	32	1	887250	211586	1783	343
Joachim Brudziński	Joachim Brudziński	722625777782250	Facebook	f	female	18	1	886962	306897	1752	324
USR Bihor	Uniunea Salvați România Filiala Bihor	1592660281028385	Facebook	f	female	22	1	885387	337129	1316	388
Csíkország	Csíkország	2229168487164126	Facebook	f	female	52	1	881510	204320	1759	289
Rädda Barnen	Rädda Barnen	72659261793	Facebook	f	female	96	1	880875	236679	7104	1457
SDP Hrvatske	SDP Hrvatske	129634970518	Facebook	f	female	17	1	873571	364113	1021	51
Elke Stem Telt	Ministerie van Binnenlandse Zaken en Koninkrijksrelaties	1443518785699143	Facebook	f	female	5	1	871248	386105	3629	869
Možemo - politička platforma	Možemo - politička platforma	1064762700374086	Facebook	f	female	27	1	863343	279992	3576	520
Maria Walsh	Fine Gael	883806764992893	Facebook	f	female	10	1	854037	376206	6148	2036
Maggie De Block	Maggie De Block	1410219772556421	Facebook	f	female	46	1	847705	268901	16777	3011
kontrast.at	kontrast.at	1079650008770485	Facebook	f	female	30	1	845625	332612	10326	2244
Junts per Catalunya	Junts per Catalunya	386166375144833	Facebook	f	female	21	1	844085	322899	5444	1622
Nicola Clerici europee 2019 M5S	Nicola Clerici	2340174086227422	Facebook	f	female	37	1	843887	272214	4296	950
Save the Children Italia	Save the Children Italia	46590675335	Facebook	f	female	6	1	838741	347331	2049	736
Più Europa Vercelli	Carloalberto Polidori	527235457776008	Facebook	f	female	14	1	837332	374125	4374	807
Zuokas	LLS (liberalai)	150259975018869	Facebook	f	female	2	1	832755	333102	8325	1665
Eastern Region Green Party	Eastern Region Green Party 	1635570190048987	Facebook	f	female	19	1	828978	371759	4371	1129
Razem	KKW Lewica Razem - Razem, Unia Pracy, RSS	430323810469014	Facebook	f	female	21	1	827206	327486	2947	592
Europski parlament, Ured za informiranje u Republici Hrvatskoj	Europski parlament, Ured za informiranje u Republici Hrvatskoj	508795765833382	Facebook	f	female	22	1	825802	365398	1924	177
Simona Bonafè	Simona Bonafè	145437958954905	Facebook	f	female	35	1	819106	279302	6138	1153
Alfred Sant	Alfred Sant	537789116260209	Facebook	f	female	28	1	816197	306407	2938	550
Vänsterpartiet Göteborg	Vänsterpartiet Göteborg	175873745789190	Facebook	f	female	7	1	813495	311077	9053	1810
VB - nos gens d'abord	Vlaams Belang	816130908786112	Facebook	f	female	14	1	807461	308172	7478	1774
Fine Gael	Fine Gael	264172043210	Facebook	f	female	6	1	803598	343995	6963	1825
Antonio Silvio Calò	Antonio Silvio Calò	740380199679755	Facebook	f	female	17	1	803382	322069	2260	590
Krzysztof Jurgiel	Overs sp. z o.o.	465990636788016	Facebook	f	female	28	1	800807	281844	2235	458
SPOLU - občianska demokracia	SPOLU - občianska demokracia	1057020590987528	Facebook	f	female	47	1	800057	289341	4559	1220
Tomasz Latos	KW Prawo i Sprawiedliwość	308684629246305	Facebook	f	female	20	1	799148	306446	2977	622
Centrālā vēlēšanu komisija	Centrālā vēlēšanu komisija	236758520084700	Facebook	f	female	5	1	790506	367164	1551	310
Път на младите	Път на младите	2051476654950711	Facebook	f	female	15	1	789849	344370	2744	474
Labros Palantzas / Λάμπρος Παλάντζας	Lampros Palantzas 	540653716458457	Facebook	f	female	30	1	789273	322975	2669	357
Francesco Galtieri	Francesco Galtieri	176134109106348	Facebook	f	female	20	1	788287	320277	2501	404
Róża Thun	KKW Koalicja Europejska PO PSL SLD .N Zieloni	273260992765744	Facebook	f	female	5	1	786212	330467	1520	343
Referendum Commission	Referendum Commission	580832208630212	Facebook	f	female	9	1	777772	340138	4748	929
Koen Geens	CD&V	294055357407926	Facebook	f	female	49	1	773088	309404	13274	3324
SF	SF	74796954245	Facebook	f	female	38	1	772311	167067	7277	1714
PSOE		189318235003	Facebook	f	female	14	1	771563	280648	1323	150
Παύλος Ελευθεριάδης	Pavlos Eleftheriadis	768996799785550	Facebook	f	female	8	1	769630	322752	6643	1289
Partito del Socialismo Europeo	Partito del Socialismo Europeo	1891926127734235	Facebook	f	female	12	1	765249	342061	1076	157
Matt Carthy	Carthy Matt	580216935345125	Facebook	f	female	5	1	765208	375165	3470	684
