advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	gender_code_filter	gender_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Andreas Schieder	SPÖ	290881691011354	Facebook	u	unknown	3	1	660	316	7	3
NÁRODNÁ KOALÍCIA	dtp media	145677979100505	Facebook	u	unknown	9	1	652	132	2	0
Michał Boni	KKW Koalicja Europejska PO PSL SLD .N Zieloni	693499534003775	Facebook	u	unknown	3	1	652	130	0	0
Yannick de Wilde d'Estmael	Yannick de Wilde d'Estmael 	2194262913922415	Facebook	u	unknown	1	1	649	129	1	0
Michal Šimečka • Progresívne Slovensko	Projekt Európa o.z.	194278021265803	Facebook	u	unknown	3	1	646	154	1	0
sp.a	sp.a	57253967150	Facebook	u	unknown	3	1	642	225	2	0
EAJ-PNV	EAJ-PNV	26830001203	Facebook	u	unknown	4	1	640	288	3	0
Krajská organizácia Smer-SD Bratislava	SMER - SD	1475489046003379	Facebook	u	unknown	8	1	640	124	8	1
Ahora Repúblicas	Esquerra Republicana de Catalunya	578942235869606	Facebook	u	unknown	1	1	633	316	1	0
Kristillisdemokraatit	Kristillisdemokraatit	157614802920	Facebook	u	unknown	3	1	618	120	7	1
Fabrizio Ghera	Fabrizio Ghera	1803487999879591	Facebook	u	unknown	10	1	616	253	3	0
SMER - SD Bratislava V	SMER - SD	1023617851143344	Facebook	u	unknown	7	1	611	152	2	0
West Midlands Labour	The Labour Party	1243222025739706	Facebook	u	unknown	4	1	603	135	3	0
Cllr. Éilis Ryan for Europe	The Workers' Party of Ireland	787376334669425	Facebook	u	unknown	1	1	603	120	6	1
SMER - SD Bratislava IV.	SMER- SD	1321935907958539	Facebook	u	unknown	4	1	597	117	2	0
Mellemfolkeligt Samvirke	Mellemfolkeligt Samvirke	5624899398	Facebook	u	unknown	13	1	593	96	5	0
Giuseppe Cossalter	Giuseppe Cossalter	1981132658773307	Facebook	u	unknown	3	1	585	117	1	0
Pascal Smet	one.brussels	148221008918941	Facebook	u	unknown	2	1	584	116	2	0
Polski Klub Ekologiczny Koło Miejskie w Gliwicach	Maria Wanda Staniszewska	291839444209363	Facebook	u	unknown	5	1	578	130	1	0
MR - Mouvement Réformateur	MR - Mouvement Réformateur	236330169511	Facebook	u	unknown	57	1	576	61	35	0
Esquerra Barcelona	Esquerra Barcelona	374070875952519	Facebook	u	unknown	4	1	573	169	3	0
Scottish Green Party	Scottish Green Party	17999726169	Facebook	u	unknown	1	1	562	112	1	0
Margrete Auken	SF	36730930417	Facebook	u	unknown	6	1	556	219	5	1
D66	D66	52985377549	Facebook	u	unknown	2	1	553	227	1	0
Partito Democratico	Partito Democratico	77034286895	Facebook	u	unknown	1	1	551	275	2	0
kontrast.at	kontrast.at	1079650008770485	Facebook	u	unknown	1	1	549	110	1	0
Antanas Guoga	Lietuvos Centro Partijos rinkimų sąskaita	18276748821	Facebook	u	unknown	3	1	542	108	1	0
Socialni demokrati (SD)	Socialni demokrati (SD)	12676777580	Facebook	u	unknown	34	1	530	93	18	0
Krajská organizácia SMER - SD Žilina	strana-smer.sk	462466280992892	Facebook	u	unknown	10	1	530	105	6	0
Partit Nazzjonalista	Partit Nazzjonalista	159249234115841	Facebook	u	unknown	2	1	529	105	3	0
Igor Dušenka - kandidát do Európskeho parlamentu	OBYČAJNÍ ĽUDIA a nezávislé osobnosti	1160570887436415	Facebook	u	unknown	1	1	523	104	1	0
Οικολογία Αλληλεγγύη	Γεώργιος Πανούχος	202906359747419	Facebook	u	unknown	2	1	521	104	1	0
Barbara Pas	Vlaams Belang	365242667182267	Facebook	u	unknown	1	1	519	259	2	1
Labros Palantzas / Λάμπρος Παλάντζας	Lampros Palantzas 	540653716458457	Facebook	u	unknown	5	1	514	179	3	0
Bayernpartei	Bayernpartei	78309442751	Facebook	u	unknown	7	1	511	107	5	0
Kleopatra Sidiropoulou Υποψήφια Ευρωεκλογών με το Ποτάμι	Kleopatra Sidiropoulou	272999270266817	Facebook	u	unknown	1	1	511	102	1	0
PvdA Amsterdam	Partij van de Arbeid (PvdA)	170060616402275	Facebook	u	unknown	1	1	507	101	5	1
Daňové a odvodové tipy Jozefa Mihála	SPOLU - občianska demokracia	517511148296579	Facebook	u	unknown	3	1	506	114	1	0
Csárdi Antal	LMP - Lehet Más a Politika	136387873164491	Facebook	u	unknown	1	1	502	251	0	0
Greenpeace Sverige	Greenpeace Sverige	95735961890	Facebook	u	unknown	7	1	501	78	3	0
Mette Thiesen	Mette Thiesen	718327901589937	Facebook	u	unknown	7	1	492	127	6	1
Giorgos Patoulis	Georgios Patoulis	668804566601196	Facebook	u	unknown	1	1	492	98	0	0
GroenLinks	GroenLinks	175740570505	Facebook	u	unknown	3	1	491	236	4	0
Markel Olano	EAJ-PNV	898191063533170	Facebook	u	unknown	4	1	491	170	2	0
Νίκος Πέππας - Υποψήφιος Δημοτικός Σύμβουλος	Νίκος Πέππας	589295414486770	Facebook	u	unknown	3	1	491	98	1	0
Tėvynės sąjunga - Lietuvos krikščionys demokratai (TS-LKD)	TS-LKD	198988713464683	Facebook	u	unknown	3	1	488	112	1	0
Martin Hojsík • Progresívne Slovensko	Hojsik Martin	147166706140048	Facebook	u	unknown	4	1	487	183	3	0
Peter Van Kemseke	Van Kemseke Peter Leo S	397455370285369	Facebook	u	unknown	2	1	487	97	4	0
Achille Variati	Achille Variati	478212418874107	Facebook	u	unknown	6	1	484	96	1	0
Ecolo Hainaut	Ecolo Hainaut	121653681195914	Facebook	u	unknown	2	1	483	112	1	0
SDP Hrvatske	SDP Hrvatske	129634970518	Facebook	u	unknown	3	1	478	95	1	0
USR Maramureș	USR Maramureș	1750327845246533	Facebook	u	unknown	1	1	478	191	1	0
Vänsterpartiet Malmö	Vänsterpartiet Malmö	170519996379	Facebook	u	unknown	3	1	475	95	3	0
Poliitikko Sami Yli-Rahnasto	Pohjanmaan Kokoomus ry	371635287025743	Facebook	u	unknown	1	1	470	94	0	0
Wilfried Haslauer	Salzburger Volkspartei	49835536470	Facebook	u	unknown	2	1	466	93	2	0
ÖDP Nordrhein-Westfalen	Ökologisch-Demokratische Partei (ÖDP) NRW	138480036196810	Facebook	u	unknown	3	1	464	89	2	0
Global Optimism	Global Optimism	2062802910474026	Facebook	u	unknown	1	1	463	92	1	0
Luciano Nobili	Luciano Nobili	406187203142799	Facebook	u	unknown	5	1	462	98	1	0
Malcolm Byrne	Malcolm Byrne Page	34812247970	Facebook	u	unknown	4	1	458	123	3	0
Krzysztof Jurgiel	Overs sp. z o.o.	465990636788016	Facebook	u	unknown	5	1	454	170	1	0
ΛΕΥΤΕΡΗΣ ΔΗΜΗΤΡΙΟΥ	Eleftherios Demetriou	609745702447737	Facebook	u	unknown	2	1	454	90	1	0
Verband der Chemischen Industrie e.V.	Chemie Wirtschaftsförderungs GmbH	921326477983554	Facebook	u	unknown	27	1	454	31	33	0
Igor Melicher - Mladí Sociálni Demokrati	Robert Bestro	2687957954762822	Facebook	u	unknown	4	1	453	115	2	0
Mauri Pekkarinen	Mauri Pekkarinen	177939666416553	Facebook	u	unknown	1	1	452	90	4	0
Už Ingridą	Ingrida Šimonytė	2214495192154107	Facebook	u	unknown	6	1	442	111	4	0
BirdLife Europe and Central Asia	BirdLife Europe and Central Asia	174656216277326	Facebook	u	unknown	2	1	442	88	0	0
Greenpeace Deutschland	Greenpeace Deutschland	22541752487	Facebook	u	unknown	16	1	441	112	8	0
KPÖ PLUS	KPÖ PLUS	849742871847407	Facebook	u	unknown	1	1	440	88	4	0
Giorgos Sklavos	Georgios Sklavos	1042099132649984	Facebook	u	unknown	3	1	437	94	1	0
Starostové a nezávislí	Starostové (STAN) s regionálními partnery a TOP 09	370583064327	Facebook	u	unknown	3	1	436	102	1	0
FSG - Fraktion Sozialdemokratischer GewerkschafterInnen	GewerkschafterInnen in der SPÖ	364093897023468	Facebook	u	unknown	4	1	433	100	2	0
Maggie De Block	Maggie De Block	1410219772556421	Facebook	u	unknown	21	1	431	91	9	0
DP - Demokratesch Partei	DP - Demokratesch Partei	280875378609326	Facebook	u	unknown	4	1	431	86	2	0
Raimond Kaljulaid	Raimond Kaljulaid	1084372461606422	Facebook	u	unknown	6	1	430	93	4	0
Podem Illes Balears	Podem Illes Balears	779897522101509	Facebook	u	unknown	3	1	428	84	1	0
Ανεξάρτητοι 'Ελληνες	Start Business Hellas	343233902394715	Facebook	u	unknown	1	1	428	85	4	0
Podemos Castilla-La Mancha	UNIDAS PODEMOS - IZQUIERDA UNIDA - EQUO CLM	624403874292676	Facebook	u	unknown	8	1	427	110	2	0
Ιωακείμ Καλλιβρούσης - Υποψ. Δημ. Σύμβουλος Δήμου Αθηναίων	Ιωακείμ Καλλιβρούσης	157899748482447	Facebook	u	unknown	2	1	426	85	1	0
GRÜNE Bonn	BÜNDNIS 90 / DIE GRÜNEN Kreisverband Bonn	337333856328097	Facebook	u	unknown	1	1	422	84	0	0
Alma Zadic	NR KLUB JETZT	1891626681100935	Facebook	u	unknown	7	1	420	91	6	0
Liam Byrne	Liam Byrne MP	147894618876725	Facebook	u	unknown	2	1	420	210	4	0
Europa-Parlamentet i Danmark	Europa-Parlamentet i Danmark	128700897207990	Facebook	u	unknown	9	1	418	105	4	0
SAB - Stranka Alenke Bratušek	SAB - Stranka Alenke Bratušek	242210245976248	Facebook	u	unknown	1	1	415	83	0	0
Δημήτρης Παπαδημούλης	Dimitrios Papadimoulis	528797520505550	Facebook	u	unknown	1	1	413	82	0	0
Párbeszéd Magyarországért	Párbeszéd Magyarországért	113684438795574	Facebook	u	unknown	4	1	411	171	0	0
Democratic Unionist Party	Democratic Unionist Party	105732052794210	Facebook	u	unknown	1	1	411	82	4	0
Claudia Gamon	NEOS	447992848717452	Facebook	u	unknown	2	1	410	82	4	0
FDP Hessen	FDP Hessen	188188564583	Facebook	u	unknown	2	1	409	81	0	0
Peter Pollák	OBYČAJNÍ ĽUDIA a nezávislé osobnosti	307556876112136	Facebook	u	unknown	1	1	404	202	2	0
Marea Atlántica	Marea Atlántica	836117153066747	Facebook	u	unknown	4	1	402	80	1	0
KUKIZ'15	Komitet Wyborczy Wyborców Kukiz'15	328170794051845	Facebook	u	unknown	20	1	402	141	1	0
Lise Müller	Müller Lise	145989963343	Facebook	u	unknown	3	1	401	79	1	0
Γιώργος Χατζημάρκος	Γιώργος Χατζημάρκος	2128150737398149	Facebook	u	unknown	1	1	398	79	0	0
Pledge for the Future	Pledge for the Future	266157764008126	Facebook	u	unknown	12	1	397	75	11	0
Linke Kinonacht	Andreas Böttger	1419627234952559	Facebook	u	unknown	5	1	393	56	16	0
Alfahír	Alfahír Hírportál	525574220799452	Facebook	u	unknown	5	1	391	88	1	0
Sinn Féin Ireland	Sinn Féin	148726998530273	Facebook	u	unknown	1	1	391	78	0	0
John Crombez	sp.a	264131406977201	Facebook	u	unknown	3	1	388	77	1	0
Matt Carthy	Carthy Matt	580216935345125	Facebook	u	unknown	2	1	388	93	1	0
Krajská organizácia SMER - SD Banská Bystrica	SMER - SD	444025863076653	Facebook	u	unknown	6	1	385	77	2	0
Carmine Pacente	Carmelo Iannicelli	218066501942820	Facebook	u	unknown	9	1	382	80	1	0
Izquierda Unida de Castilla y León	Izquierda Unida de Castilla y León	315922371074	Facebook	u	unknown	3	1	382	96	3	0
Νίκη Τζαβέλα - Niki Tzavela Official	Φερονικη Τζαβελα	866035200090418	Facebook	u	unknown	1	1	379	189	1	0
Nicola Danti	Nicola Danti	241424056063716	Facebook	u	unknown	3	1	377	78	0	0
Anti Poolamets - EKRE kandidaat Europarlamenti	Anti Poolamets	1532805486974348	Facebook	u	unknown	15	1	377	88	6	0
Bristol Green Party	The Green Party of England and Wales	249696368936	Facebook	u	unknown	15	1	376	0	43	0
Giorgos Amiras - Γιώργος Αμυράς	Giorgos Amiras - Γιώργος Αμυράς	1407652086114560	Facebook	u	unknown	1	1	375	187	1	0
USR Cluj	Partidul Uniunea Salvati România	287761518247055	Facebook	u	unknown	3	1	373	78	0	0
SMER - SD Bratislava II.	SMER - SD	2442542622447106	Facebook	u	unknown	5	1	370	89	5	0
Eastern Region Green Party	Eastern Region Green Party 	1635570190048987	Facebook	u	unknown	2	1	367	106	4	0
Dr. Fidelma Healy Eames Independent Candidate, EU elections	Healy Eames Fidelma	395965057626422	Facebook	u	unknown	9	1	365	89	7	0
Eugen Jurzyca - V Bruseli za Slovensko	Richard Sulik	1118309918191690	Facebook	u	unknown	8	1	364	122	2	0
Uwe Conradt: Saarbrücken - gemeinsam - voran.	CDU Saarbrücken Stadt	577254072692345	Facebook	u	unknown	4	1	363	75	1	0
Γιώργος Ξηραδάκης - Υποψήφιος Ευρωβουλευτής	George Xiradakis	300217683952795	Facebook	u	unknown	5	1	362	92	2	0
Sylwia Spurek	KW Wiosna Roberta Biedronia 	1967695263556184	Facebook	u	unknown	4	1	359	76	0	0
