day_code	day_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
d080	2019-03-21	10343	3752	43918227	15371770	315826	40078
d079	2019-03-20	10013	3526	45314132	16663483	348039	48035
d078	2019-03-19	8945	3353	38455268	13767368	293358	40634
d077	2019-03-18	8149	3203	32568482	11617834	226406	31437
d076	2019-03-17	7359	2992	26002090	9279624	169841	25439
d075	2019-03-16	7379	3070	26924996	9970303	182917	28669
d074	2019-03-15	7939	3180	37544684	13672313	277300	36285
d073	2019-03-14	7390	2857	31007881	11363963	235381	31163
d072	2019-03-13	6671	2682	27325955	9971625	214276	28238
d071	2019-03-12	6776	2682	26640412	9575012	189562	25364
d070	2019-03-11	6398	2538	30608095	11614050	203349	29592
d069	2019-03-10	5908	2448	20792884	7629581	128496	18183
d068	2019-03-09	6254	2722	27234519	10176810	177550	24953
d067	2019-03-08	6549	2736	36639984	13878303	235521	37232
d066	2019-03-07	5791	2117	27830156	10616813	188737	23542
d065	2019-03-06	4772	1841	18195655	6344673	140737	21288
d064	2019-03-05	4445	1699	15820038	5558367	107086	13375
d063	2019-03-04	4440	1596	21948003	8049397	143553	21711
d062	2019-03-03	3857	1466	10835377	3756363	74364	10415
d061	2019-03-02	3857	1425	12698268	4615508	91224	13646
d060	2019-03-01	3858	1405	14841374	5356140	101206	16001
d059	2019-02-28	3841	1233	13807817	4859094	103059	16704
d058	2019-02-27	3776	1135	14001902	4980766	99611	14905
d057	2019-02-26	3545	1076	13345760	4818190	97162	13820
d056	2019-02-25	3553	1022	12273653	4400307	112737	16768
d055	2019-02-24	3392	941	7511043	2564532	92362	10910
d054	2019-02-23	3255	961	7713005	2681526	66560	9508
d053	2019-02-22	3533	1000	11118811	3984131	111964	13495
d052	2019-02-21	3421	997	14359624	4742626	135312	18652
d051	2019-02-20	2997	946	16191730	6396215	124073	20733
d050	2019-02-19	2899	892	8319813	2904690	66792	10222
d049	2019-02-18	2757	864	9184693	3352724	67100	10531
d048	2019-02-17	2636	826	6406381	2190573	51718	7686
d047	2019-02-16	2633	833	6170692	2027048	50213	6670
d046	2019-02-15	2785	863	7795210	2554731	57842	7776
d045	2019-02-14	2733	858	7125759	2358655	61093	7353
d044	2019-02-13	2529	844	8437517	3247607	63845	12780
d043	2019-02-12	2550	818	9453178	3591393	66017	7489
d042	2019-02-11	2330	789	6573952	2439710	54982	7496
d041	2019-02-10	2232	752	5003643	1845484	35202	4043
d040	2019-02-09	2267	771	6988124	2671657	43263	5508
d039	2019-02-08	2417	791	8852137	3516750	59660	7952
d038	2019-02-07	2399	785	9064503	3422241	61877	8509
d037	2019-02-06	2300	768	8332903	3062192	59668	8366
d036	2019-02-05	2173	722	9034181	3281264	81786	13629
d035	2019-02-04	2202	674	9452492	3666081	89053	12462
d034	2019-02-03	2012	610	4192012	1379917	33464	4145
d033	2019-02-02	2079	617	4799899	1526248	36780	4038
d032	2019-02-01	2191	656	14047076	5218667	89038	16442
d031	2019-01-31	2398	655	7583419	2493275	65896	9131
d030	2019-01-30	2372	644	8180905	2923966	66197	10471
d029	2019-01-29	2562	625	10567790	3782484	106998	18345
d028	2019-01-28	2597	620	13942109	5165595	107672	18357
d027	2019-01-27	2321	602	6385927	2205786	56601	8531
d026	2019-01-26	2383	613	9616454	3696525	92222	17931
d025	2019-01-25	2318	642	8503066	3122989	62266	9214
d024	2019-01-24	2390	629	6442833	2113542	65286	8000
d023	2019-01-23	2208	618	5928606	2013748	49778	4874
d022	2019-01-22	1924	596	6906550	2599190	55873	7979
d021	2019-01-21	2039	594	9674001	3828649	71463	8972
d020	2019-01-20	1882	564	5306157	1988892	39653	4816
d019	2019-01-19	1837	546	4549430	1640217	35448	4381
d018	2019-01-18	1889	575	7190250	2808391	48248	7859
d017	2019-01-17	1827	576	5908363	1998342	55767	8245
d016	2019-01-16	1846	571	8865965	3176116	83158	15549
d015	2019-01-15	2029	547	8909116	3009895	89548	15654
d014	2019-01-14	2007	549	8879586	3021810	76092	10194
d013	2019-01-13	1779	526	6451426	2125662	55348	8796
d012	2019-01-12	1667	517	5847304	1890271	46690	8177
d011	2019-01-11	1696	520	5899012	1857241	47945	7084
d010	2019-01-10	1632	509	9161437	3152974	67156	10803
d009	2019-01-09	1370	455	4963108	1604643	41933	6261
d008	2019-01-08	1213	415	6525150	2488607	36220	7583
d007	2019-01-07	1182	413	3923069	1347803	25189	3174
d006	2019-01-06	2486	412	9234096	3071165	88606	12547
d005	2019-01-05	2485	402	8894965	2915766	88477	12631
d004	2019-01-04	2586	393	12494843	4321669	112675	16339
d003	2019-01-03	2125	369	11158646	3925419	93464	16709
d002	2019-01-02	2233	372	13515612	4761315	122843	23866
d001	2019-01-01	2178	347	12200312	4231768	108024	17698
