advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Ione Belarra Urteaga	Unidas Podemos	1648768832073060	Facebook	11	1	559989	145000	1889	200
Junge Liberale JuLis	Junge Liberale	110976485656573	Facebook	17	1	559983	181000	6683	1800
Michaela Šojdrová	KDU-ČSL	733410133337387	Facebook	24	1	559976	187000	3962	897
Sozialdemokratischer Wirtschaftsverband Wien		217664835989	Facebook	22	1	558978	120000	6178	1000
1devis.io		1632519900186330	Facebook	67	1	556933	126000	7433	200
Kim De Witte	PVDA	315662412174661	Facebook	12	1	555988	141000	5188	1000
Plan International Österreich		115130990779	Facebook	14	1	555986	213000	4286	1000
Miriam Dalli	Miriam Dalli	277980849002904	Facebook	19	1	555981	147000	2281	100
Sufferosa		298654263583	Facebook	3	1	554997	211000	806	115
Zero Waste Produce Bags		195587574474388	Facebook	5	1	554995	261000	10613	2123
Surfrider Foundation Europe		41452575362	Facebook	20	1	554980	238000	2780	200
Trending Today		311683089314196	Facebook	56	1	553944	112000	8940	1246
Plan International Deutschland		23216224900	Facebook	5	1	552995	210000	1795	600
Arvydas Juozaitis	Arvydas Juozaitis	458551247900215	Facebook	12	1	551988	140000	2388	300
Tomasz Latos		308684629246305	Facebook	15	1	551985	212000	2671	721
Jeppe Kofod	Socialdemokratiet	137685999659722	Facebook	34	1	551966	128000	2285	642
Theo Francken		483497581789280	Facebook	7	1	550993	230000	3093	600
ACNUR Comite español		94118672764	Facebook	2	1	549998	210000	5098	1000
DGB Bundesvorstand		147245511963527	Facebook	2	1	549998	210000	598	100
Salsa Rica Dance Company		727875134045965	Facebook	2	1	549998	210000	998	200
Zapatos		266384480473840	Facebook	2	1	549998	210000	1155	231
Corriere L'Economia		1338658666227254	Facebook	2	1	549998	210000	598	100
Éditions Edilivre		203451893026466	Facebook	2	1	549998	210000	198	0
Xiliades Fwnes		1464198440351377	Facebook	2	1	549998	210000	598	100
WWF-Romania		189728367297	Facebook	2	1	549998	210000	230	105
Tandlægeforeningen		1570552809858689	Facebook	2	1	549998	210000	736	147
Guy Verhofstadt		99985820015	Facebook	2	1	549998	210000	1098	500
Zoran Bahtijarević		2195720960680577	Facebook	4	1	549996	260000	1596	300
Sex og Samfund		250994288337708	Facebook	4	1	549996	260000	14728	2945
Comment placer mon argent		2070600249840562	Facebook	4	1	549996	260000	2996	1200
Freshly KIDS		256907081490327	Facebook	5	1	549995	260000	2495	500
Alberto Alemanno		179635265973968	Facebook	6	1	549994	230000	594	0
Coop Centro Italia		1515009958746863	Facebook	6	1	549994	230000	2594	500
Δημήτρης Ρολόγης	Michail Petichakis	1208269932669707	Facebook	7	1	549993	200000	693	0
UK-Cyprus Enterprise Council	UK-Cyprus Enterprise Council 	1837120569879342	Facebook	7	1	549993	230000	1264	115
1 innovation par jour.		520430624775359	Facebook	8	1	549992	200000	792	0
Manu Diericx	Diericx Manu Romain C	311729416012864	Facebook	16	1	549984	200000	2384	200
Mehr Wirtschaft wagen	Arbeitgeberverband Gesamtmetall	1805769829749530	Facebook	64	1	548936	149000	7536	300
Δημιουργία Ξανά	Δημιουργία Ξανά	226397774096827	Facebook	97	1	548903	126000	9603	0
Anders Baun EP valg 2019	Sorensen Anders Baun	549966298750692	Facebook	16	1	546984	175000	4644	964
Silvia Sardone	Silvia Sardone	667483386685540	Facebook	30	1	546970	136000	2970	0
Raimond Kaljulaid	Raimond Kaljulaid	1084372461606422	Facebook	41	1	546959	141000	6859	700
Lorna Vassallo	Lorna Vassallo	690417757823946	Facebook	12	1	544988	181000	1588	100
Tvůj kandidát	Konečný Daniel	599435753834732	Facebook	18	1	544982	174000	1262	423
Radical Pantry		531069674026158	Facebook	19	1	543981	171000	2044	199
It's Canada Time - itscanadatime		974459525936546	Facebook	14	1	541986	177000	4744	999
Hargreaves Lansdown		139193179458411	Facebook	46	1	541954	122000	7584	578
David Lega		251829904829983	Facebook	37	1	540963	119000	6144	1007
Shopwala Europe		393367314768104	Facebook	24	1	539976	198000	5141	1246
Sabine de Bethune		254157758598438	Facebook	12	1	535988	176000	2388	300
Forum Dialogu - perspektywy ze środka Europy		1973524929591577	Facebook	20	1	535980	182000	2380	100
Make-up Studio Martinique		1629772583807735	Facebook	12	1	534988	176000	3188	500
STOP Barconi		1182483921912312	Facebook	10	1	533990	209000	1390	100
Mauro Parolini	Mauro Parolini 	179225584042	Facebook	33	1	533967	159000	4067	200
NR KLUB JETZT	NR KLUB JETZT	833013456857401	Facebook	64	1	532936	139000	6336	0
European Parliament Office in Malta		116353271736965	Facebook	8	1	529992	232000	1592	200
Scottish Enterprise	Scottish Enterprise	172043092819095	Facebook	15	1	529985	109000	4032	578
Mette Frederiksen	Socialdemokratiet	57497067718	Facebook	17	1	529983	184000	5487	1178
Fratii Haiduc Music Events		686571504711148	Facebook	18	1	529982	127000	374	0
Taunton Deane Liberal Democrats	Taunton Deane Liberal Democrats	868639796596609	Facebook	54	1	529946	117000	7548	347
asr		512252945544565	Facebook	17	1	528983	138000	2883	300
INJOY Gießen		229145433784576	Facebook	30	1	528970	126000	5770	700
Arte		656089814494677	Facebook	11	1	527989	228000	1856	200
Democracia para todos		141310866605696	Facebook	14	1	527986	168000	1786	100
Luisa Regimenti	Luisa Regimenti	201996906606311	Facebook	15	1	527985	141000	4285	700
Simona Bonafè	Simona Bonafè	145437958954905	Facebook	41	1	527959	144000	4059	0
Νίκη Τζαβέλα - Niki Tzavela Official	Φερονικη Τζαβελα	866035200090418	Facebook	14	1	525986	111000	2898	389
MoneyWeek	MoneyWeek	110326662354766	Facebook	18	1	525982	223000	4145	1157
Viite - Tieteen ja teknologian vihreät		73631194779	Facebook	6	1	524994	205000	994	100
The Migrant Project in France - Pashto		334487604075312	Facebook	8	1	524992	228000	742	62
Ralf Lottermann - Für den Wormser Stadtrat	Ralf Lottermann	364491737725008	Facebook	13	1	524987	111000	4487	800
Tomio Okamura - SPD		179497582061065	Facebook	30	1	522970	200000	2070	808
Adrian Mocanu	Mocanu Adrian	1750234035208501	Facebook	9	1	520991	227000	1762	462
Kris Peeters	Kris Peeters	192181027566488	Facebook	14	1	520986	134000	2986	400
Νικόλας Παπαδόπουλος	Μανωλης Κυριακου	998046016880140	Facebook	28	1	520972	119000	2772	0
Pedro Quevedo Iturbe	Nueva Canarias	960849937289013	Facebook	11	1	519989	140000	1489	100
Mescalito Film		246596022430699	Facebook	12	1	519988	110000	1188	0
Fazland		392009187483727	Facebook	20	1	519980	202000	3680	700
Abir till Bryssel	Nyberg Claes Otto	252516142116820	Facebook	54	1	518946	165000	4760	1055
Chris Green	Chris Green MP	249684318543741	Facebook	21	1	517979	142000	6224	1272
Grzegorz Furgo	Grzegorz Furgo	1674901842722925	Facebook	22	1	517978	112000	1437	232
SPÖ Oberösterreich	SPÖ Oberösterreich	208930355786005	Facebook	19	1	516981	172000	3881	500
Oakhaven Residential Care Home		160151830664507	Facebook	36	1	516964	132000	4124	0
Salvatore Riccardi Hair Designer		638347189544941	Facebook	3	1	514997	206000	297	0
Landeszentrale für politische Bildung Thüringen	Landeszentrale für politische Bildung Thüringen	215460201802938	Facebook	17	1	514983	118000	3283	400
LifeGate		1622959057980976	Facebook	18	1	514982	142000	1782	0
On Your Sleeve	ON YOUR SLEEVE	247943179229148	Facebook	21	1	513979	141000	1850	0
Charlotte Munch - Politiker		210317432480139	Facebook	60	1	513940	106000	2308	415
Michalis Angelopoulos	Michalis Angelopoulos	253581075582399	Facebook	14	1	512986	132000	2186	200
Christel Schaldemose		424159230945271	Facebook	27	1	511973	198000	1188	281
Miriam Kuzárová, kandidátka do Európskeho parlamentu	KDH	137416183351336	Facebook	51	1	511949	132000	5049	0
Reprieve	Reprieve	107485499287	Facebook	9	1	510991	165000	3924	1041
DPP Elder Care		603316819740383	Facebook	9	1	510991	165000	1149	89
Θοδωρής Ζαγοράκης / Thodoris Zagorakis	Θοδωρής Ζαγοράκης / Thodoris Zagorakis	235332330007800	Facebook	2	1	509998	205000	598	100
Belqees.Rights		1755506971413470	Facebook	2	1	509998	205000	163	74
Avv. Francesco Leone		173240012833543	Facebook	2	1	509998	205000	598	100
Ultima Petfood France		223284707822128	Facebook	7	1	509993	222000	2793	800
Fernando Clavijo	Coalición Canaria	234189353400425	Facebook	14	1	509986	204000	1386	0
Veli Paasimaa eduskuntaan		2500363800014955	Facebook	6	1	508994	201000	5494	1000
Ultra Premium Direct		241324402728111	Facebook	13	1	508987	161000	4987	1200
Herbert Dorfmann	Herbert Dorfmann	1560429730868291	Facebook	19	1	507981	140000	2281	100
Columbia University in the City of New York		102471088936	Facebook	4	1	506996	201000	1153	445
Claus Hasselmanns - Folketingskandidat		611297145887529	Facebook	23	1	506977	163000	3009	696
Vänsterpartiet Örebro		297546973785228	Facebook	45	1	506955	140000	6018	392
Den Blå Planet		167018996755220	Facebook	9	1	505991	161000	3158	749
Stephen Webster		237837336581	Facebook	2	1	504998	201000	176	0
Άρης Βρούστης		467783713352058	Facebook	2	1	504998	201000	598	100
Saarland		882636711855443	Facebook	2	1	504998	201000	1098	500
UNICEF Europe & Central Asia		373536278864	Facebook	2	1	504998	201000	176	0
Mairie de Toulouse		118107084316	Facebook	2	1	504998	201000	1098	500
Plan International		305413276583	Facebook	2	1	504998	201000	691	115
Manfred Weber	Manfred Weber	456082177763485	Facebook	6	1	504994	221000	2594	500
Marco Affronte		615832768499515	Facebook	10	1	504990	131000	1790	200
Council of Europe - Directorate General Human Rights and Rule of Law		315160671967064	Facebook	43	1	503957	162000	4257	0
Αντωνιάδου Αθηνά	Αθηνα Αντωνιαδου	2058682324431724	Facebook	68	1	503932	111000	6732	0
Liberalai	Liberalai	81004804444	Facebook	78	1	503922	98000	7700	0
Henrik Sundström - M		180745369170	Facebook	34	1	502966	118000	3432	926
Pégase, la page de l’expatriation et des Français à  l’étranger		111021508957258	Facebook	3	1	501997	200000	1197	500
Fundación Aquae		1415773021975267	Facebook	2	1	500998	200000	198	0
Renova		1273421349403681	Facebook	2	1	500998	200000	1098	500
FAI - Fondo Ambiente Italiano		196610140321	Facebook	2	1	500998	200000	1098	500
WWF-Belgium	WWF-Belgium	110844205773	Facebook	25	1	500975	193000	3275	200
Labour for a People's Vote	Labour for a People's Vote	524153294647517	Facebook	30	1	500970	151000	6214	694
Valmyndigheten		1737852076287450	Facebook	1	1	499999	200000	4630	926
Centri Vitaldent		112902995415586	Facebook	1	1	499999	200000	99	0
Rossopomodoro		181299885247156	Facebook	1	1	499999	200000	499	100
Topito		136164895246	Facebook	1	1	499999	200000	499	100
UR Team		539695462729003	Facebook	1	1	499999	200000	99	0
Cecilia Malmström		258966159416	Facebook	1	1	499999	200000	999	500
Neste		1083597725003936	Facebook	1	1	499999	200000	4999	1000
National Geographic		126590190702663	Facebook	1	1	499999	200000	499	100
Yoigo		206789427328	Facebook	1	1	499999	200000	499	100
ПП ГЕРБ - София		336639303182606	Facebook	1	1	499999	200000	444	89
Orelia Jewellery		404191947424	Facebook	1	1	499999	200000	114	0
UNHCR Belgium		948453825344452	Facebook	1	1	499999	200000	4999	1000
Vöslauer		406428446446242	Facebook	1	1	499999	200000	999	500
Европейски парламент в България		163350039852	Facebook	1	1	499999	200000	4999	1000
♤♧BOTCHY♧♤		353439831803607	Facebook	1	1	499999	200000	114	0
The Sorgentian		999473843569108	Facebook	1	1	499999	200000	444	89
VidaCaixa		449770021896293	Facebook	1	1	499999	200000	499	100
Dato Ciudadano		565783417172729	Facebook	1	1	499999	200000	444	89
Przestrzeń from Facebook		2090946654523834	Facebook	1	1	499999	200000	232	116
Ivan Margot		321802035044580	Facebook	1	1	499999	200000	499	100
France Fraternités		200607067033021	Facebook	1	1	499999	200000	499	100
U.S. Mission to NATO		67014122312	Facebook	1	1	499999	200000	88	0
JUGAS ART		1828966977374439	Facebook	1	1	499999	200000	99	0
GPL 1 di noi		433205776804449	Facebook	1	1	499999	200000	499	100
Jad Shwery (Choueiri)		184630398242718	Facebook	1	1	499999	200000	88	0
Stone Brewing Spain		1619410238105995	Facebook	1	1	499999	200000	99	0
Adolescent Clothing		172140676309487	Facebook	1	1	499999	200000	114	0
KfW		2267695033248801	Facebook	1	1	499999	200000	4999	1000
آزادی		2225999294109545	Facebook	1	1	499999	200000	88	0
Hard Rock Hotels & Casinos		45053385684	Facebook	1	1	499999	200000	444	89
La Nouvelle Afrique		193566287716256	Facebook	1	1	499999	200000	499	100
Rajiv Malhotra		137726233047389	Facebook	1	1	499999	200000	444	89
El Mago Pop		531897766871154	Facebook	1	1	499999	200000	499	100
Stryktipset - Svenska Spel Sport & Casino		310136262442458	Facebook	1	1	499999	200000	4630	926
Unexplained Mysteries		259243241341132	Facebook	1	1	499999	200000	0	0
Lima Charlie News		213568475689594	Facebook	1	1	499999	200000	88	0
The Global People's Summit		342879886143094	Facebook	1	1	499999	200000	444	89
Sawab Center En		858578634336951	Facebook	1	1	499999	200000	120	24
CanadaVisa.com - Campbell Cohen Canadian Immigration Law Firm		104102576882	Facebook	1	1	499999	200000	444	89
Euro-Mediterranean Women's Foundation		517052178503918	Facebook	1	1	499999	200000	99	0
Réseau des Écoles de la 2e Chance France		615421428513426	Facebook	1	1	499999	200000	499	100
Heumilch		184745071568863	Facebook	1	1	499999	200000	999	500
Extinction Rebellion Italy		991130691088462	Facebook	1	1	499999	200000	499	100
Sommeruniversität der Friedrich-Ebert-Stiftung		122835944458099	Facebook	1	1	499999	200000	499	100
Createus Media		2285504984811915	Facebook	1	1	499999	200000	88	0
Progressive Connexions		1603753072986150	Facebook	1	1	499999	200000	114	0
thortful		812242295466529	Facebook	1	1	499999	200000	5784	1157
Minidotaznik.cz		432692927273545	Facebook	1	1	499999	200000	889	445
Sparkasse		112277272142815	Facebook	1	1	499999	200000	499	100
Department of Foreign Affairs and Trade		449282445418073	Facebook	1	1	499999	200000	4999	1000
SURITT		282162018872506	Facebook	1	1	499999	200000	99	0
AXA Research Fund		186009014776969	Facebook	1	1	499999	200000	577	115
La Vidéo du Pape		367643970026248	Facebook	1	1	499999	200000	99	0
Mohamed Moulay		164782878722	Facebook	1	1	499999	200000	99	0
Paweł Kukiz		773389822728740	Facebook	1	1	499999	200000	232	116
Era Nowych Kobiet by Joanna Przetakiewicz		286813672006320	Facebook	1	1	499999	200000	1162	232
SOS Barnbyar		133536819999319	Facebook	1	1	499999	200000	4630	926
Gruppo PPE al Parlamento Europeo		509505115815913	Facebook	1	1	499999	200000	499	100
Civitas Maxima		1397642550542919	Facebook	1	1	499999	200000	87	0
AIESEC in Spain		114175352124	Facebook	1	1	499999	200000	499	100
EOI		155260568096	Facebook	1	1	499999	200000	499	100
Ευρωπαϊκή Επιτροπή στην Ελλάδα		207373442616924	Facebook	1	1	499999	200000	499	100
Dr.German		1250163705065584	Facebook	1	1	499999	200000	444	89
Deutschland3000		1672408719723194	Facebook	1	1	499999	200000	499	100
Finance Daily News		2117924301862866	Facebook	1	1	499999	200000	4449	890
TENCEL		164249401288	Facebook	1	1	499999	200000	444	89
LIKE APP		272972103180159	Facebook	1	1	499999	200000	444	89
Assassin's Creed		558006767610457	Facebook	1	1	499999	200000	1156	578
MPMC		595432454123427	Facebook	1	1	499999	200000	88	0
Newry, Mourne and Down District Council		740037796093669	Facebook	1	1	499999	200000	1156	578
Harry Singha		35219798715	Facebook	1	1	499999	200000	114	0
Tony Nader MD, PhD, MARR		1661762944080679	Facebook	1	1	499999	200000	444	89
Brut		1691667177798461	Facebook	1	1	499999	200000	88	0
China Daily		191347651290	Facebook	1	1	499999	200000	88	0
Clone Evolution		1345821958781389	Facebook	1	1	499999	200000	8900	4450
Kirrin Finch		1649330675279629	Facebook	1	1	499999	200000	4449	890
Departamentul pentru Educatie Nationala	 Partidul Social Democrat	2330908257186424	Facebook	3	1	499997	250000	314	63
VMware		6975960973	Facebook	3	1	499997	250000	1332	267
Bump In The Night Paranormal UK		433040667061764	Facebook	3	1	499997	250000	1332	267
Ibiza Farm		1629229957352206	Facebook	5	1	499995	220000	895	100
Vluchtelingenwerk Vlaanderen		81497097451	Facebook	7	1	499993	190000	693	0
Mamikins.lv	Andrejs Mamikins	587293021433280	Facebook	8	1	499992	160000	1592	200
VICE Greece		187580104777775	Facebook	8	1	499992	160000	792	0
USR Bihor	Uniunea Salvați România Filiala Bihor	1592660281028385	Facebook	14	1	499986	169000	543	63
Simple Feast		571176036346620	Facebook	28	1	499972	111000	6372	900
АллатРа ТВ		468944153190776	Facebook	44	1	499956	171000	3877	0
crudelydrawn	crudelydrawn	222620808398959	Facebook	49	1	498951	132000	5613	0
Simone Contro	Simone Contro 	2123226344608877	Facebook	15	1	496985	141000	1885	100
Cornwall for Europe	#ProjectHope	1066718423433441	Facebook	17	1	496983	135000	4724	694
Giving Brush		1945237355733646	Facebook	66	1	496934	135000	7596	445
Angela Russo	Angela Russo 	1624334387651107	Facebook	15	1	495985	111000	1885	100
Jacob Mark	SF	69985338410	Facebook	26	1	493974	137000	4401	1151
Vänsterpartiet	Vänsterpartiet	323156205347	Facebook	45	1	492955	131000	1829	379
Coolmic		2080256475322790	Facebook	14	1	491986	194000	7574	3530
Poseł Jakub Rutnicki	Poseł Jakub Rutnicki	222141244609992	Facebook	14	1	490986	137000	1276	302
Anna Maria Corazza Bildt		69490331421	Facebook	21	1	490979	143000	5054	1231
Wolfram Pirchner	Österreichischer Seniorenbund	296676857050295	Facebook	10	1	489990	170000	7490	1400
Zuhal Demir	Nieuw-Vlaamse Alliantie	453932394796444	Facebook	13	1	489987	137000	1687	100
Fight For €14 - NL		296330127745778	Facebook	23	1	489977	145000	2277	0
Spicee		1541412079456514	Facebook	17	1	482983	99000	1683	0
Front Europejski		590514511295079	Facebook	42	1	481958	113000	1990	255
Christina Egelund	Liberal Alliance	684016791662654	Facebook	42	1	481958	108000	5149	1218
Ελένη Παναγιωταρέα - Eleni Panagiotarea		318085118843773	Facebook	57	1	481943	144000	6043	100
The New Arab	The New Arab	1426949024217365	Facebook	36	1	480964	112000	4124	0
Peter Gibson For Darlington	The Conservative Party	265680680782145	Facebook	101	1	480899	135000	13537	810
Women for Election	Women for Election	115885998520125	Facebook	10	1	479990	192000	2590	400
Ilaria Antelmi	Ilaria Antelmi 	2217881658525706	Facebook	16	1	479984	120000	1584	0
SÌ Tav SÌ Lavoro		987211228033960	Facebook	17	1	479983	117000	1683	0
Mikkel Näkkäläjärvi		617733068345315	Facebook	73	1	479927	112000	7627	100
York Conservatives	York Conservatives	133127436740345	Facebook	22	1	476978	131000	7611	1272
Jan Cornillie		980619838787000	Facebook	21	1	475979	182000	3050	289
Piia Kurki	Piia Kurki	270567833058986	Facebook	28	1	475972	121000	4772	500
LT konsult fastighetsservice		186325834774557	Facebook	13	1	474987	98000	4443	944
Water Will Save The Water		215375306080221	Facebook	15	1	474985	157000	1485	0
Hoagard		331529506998997	Facebook	32	1	474968	101000	962	163
déi Lénk	déi Lénk	120444648033670	Facebook	13	1	472987	157000	1687	100
Kamila Gasiuk-Pihowicz	Kamila Gasiuk-Pihowicz	150412465290475	Facebook	18	1	471982	163000	1182	255
ΚΑΠ  Βαγγέλης Παππάς  Υποψήφιος Δήμαρχος Καβάλας	Κ.Α.Π	189670551222049	Facebook	19	1	471981	109000	1881	0
PNL Bucuresti		678840505584990	Facebook	8	1	470992	190000	930	215
Tėvynės sąjunga - Lietuvos krikščionys demokratai (TS-LKD)		198988713464683	Facebook	9	1	470991	187000	1691	200
Mayor Dave Hodgson	Bedford Liberal Democrats	131742133535191	Facebook	31	1	470969	124000	4477	231
Roselyn Borg Knight	Roselyn Borg	446487702156732	Facebook	55	1	470945	155000	5693	0
Robert Fico	Robert Fico	732167026967322	Facebook	11	1	469989	100000	2289	300
Perseus Apparel		1112003955624720	Facebook	11	1	469989	100000	969	0
James Palmer	James Palmer	1130573317069850	Facebook	16	1	469984	112000	2758	231
Festival Amnesty International Au Cinéma pour les Droits Humains		1263015460431177	Facebook	29	1	469971	154000	3671	200
Consommez Malin		2045469565728527	Facebook	42	1	469958	94000	8358	1600
Javier Sánchez Serna	Agencia More Plus	224340178439069	Facebook	29	1	467971	132000	3671	200
Δημοκρατικό Κόμμα	Constantinos Georgallides	293704380825571	Facebook	38	1	467962	132000	3762	0
Nicolai Wammen	Socialdemokratiet	1458354184437993	Facebook	82	1	467918	137000	4488	870
Médecins Sans Frontières		154912951193067	Facebook	27	1	466973	130000	4773	800
PROGRESĪVIE		184096511636333	Facebook	9	1	465991	183000	1691	200
Michael Freilich - 5de plaats Kamer		609777409464271	Facebook	11	1	465989	126000	3889	700
Stjepan Ribić	HDZ - Hrvatska demokratska zajednica	451335681696047	Facebook	14	1	465986	195000	1978	178
one brussels	one.brussels	244157445635331	Facebook	17	1	465983	108000	2883	300
Neil McEvoy	Neil McEvoy	1538311623148335	Facebook	19	1	465981	140000	3565	347
Lederne		167891603415958	Facebook	25	1	465975	111000	4027	1164
Bolesław Piecha - poseł do Parlamentu Europejskiego	Agencja reklamowa NXT	704363502985858	Facebook	51	1	465949	115000	1732	139
Socios Cruz Roja		306840072990831	Facebook	16	1	464984	135000	4484	1000
We all against Racism One Love One Unity		183368582067151	Facebook	10	1	462990	185000	881	0
Farnley and Wortley Labour	Matt Gibson	114161232550405	Facebook	27	1	460973	128000	4018	231
NEOS	NEOS	327450964017497	Facebook	56	1	460944	96000	6744	300
BZS 23 - Bündnis Zukunft Stuttgart 23	Marc Fuchs 	225413838047902	Facebook	9	1	459991	125000	1691	200
Bath and North East Somerset Liberal Democrats	B&NES Liberal Democrats	200787523762475	Facebook	9	1	459991	125000	3345	578
راهنمای پناهندگان Refugee.Info دليل اللاجئ		950581228335358	Facebook	9	1	459991	125000	1149	89
Brut UK		1629990253744016	Facebook	9	1	459991	125000	1203	89
Wochenblick	Wochenblick	991628130904203	Facebook	14	1	459986	137000	3886	900
Robert Hajšel	Krcmarikova Katarina	822009714820627	Facebook	20	1	459980	130000	2780	200
Giorgio Maria Bergesio		158131564841105	Facebook	56	1	459944	125000	5369	0
One Oak Brand		501399723379605	Facebook	56	1	458944	101000	5544	0
Michael Briguglio	Michael Briguglio	1040577706078198	Facebook	102	1	457898	122000	10098	0
Βαρβάρα Αποστολοπούλου-Καλκαβούρα	Varvara Apostolopoulou Kalkavoura	429854220918807	Facebook	14	1	455986	163000	1447	127
Fossilfritt Sverige	Fossilfritt Sverige	1845878962347273	Facebook	35	1	455965	133000	3395	842
Carmine Spiaggia	Carmine Spiaggia	425820797979047	Facebook	5	1	454995	211000	2595	800
Dr. sc. Tomislav Sokol	HDZ - Hrvatska demokratska zajednica	136900153422435	Facebook	7	1	454993	151000	1016	89
USR Constanța	Uniunea Salvați România filiala Constanta	698760586929790	Facebook	7	1	454993	151000	754	210
Health Poverty Action	Health Poverty Action	208194134833	Facebook	73	1	454927	119000	11140	694
Delara Burkhardt	SPD Schleswig-Holstein	260587924600836	Facebook	49	1	452951	125000	4851	0
Derby News	Russell Pollard	584574371631157	Facebook	15	1	451985	105000	3569	462
Tomas Tomilinas - naujienos		530620843630609	Facebook	18	1	451982	177000	2182	100
Politaia.org		617383885287512	Facebook	4	1	450996	210000	1196	200
Malik Azmani	Malik Azmani	1734459723547461	Facebook	47	1	450953	153000	5053	100
Pro Life Campaign Ireland		224615650378	Facebook	4	1	449996	210000	2996	1200
Catalunya RX Barcelona Spain		399978630169283	Facebook	4	1	449996	210000	1596	300
Guillermo Fernández Vara		56504926071	Facebook	4	1	449996	210000	396	0
Animal Equality UK		2047806148766050	Facebook	4	1	449996	210000	4045	1851
Holzkern		550085078491459	Facebook	5	1	449995	180000	3995	1700
البنك الدولي		142329112477770	Facebook	6	1	449994	150000	528	0
Wasabi -Learn Japanese Online-		1520460718232403	Facebook	7	1	449993	150000	2995	1133
JONG CD&V	JONG CD&V	638247042856542	Facebook	8	1	449992	120000	1592	200
Detention Action	Detention Action	271790429521112	Facebook	8	1	449992	120000	4619	925
Nicușor Dan	DRAGOMIRESCU STEFAN-IULIAN	230785173665770	Facebook	9	1	449991	90000	943	189
Minority SafePack		532492010145546	Facebook	19	1	449981	125000	1881	0
PNL Bistrița-Năsăud		709900909075368	Facebook	18	1	447982	95000	542	42
Humans of Piráti	Česká pirátská strana	1036986463173677	Facebook	33	1	447967	121000	1747	345
Cllr. Éilis Ryan for Europe		787376334669425	Facebook	16	1	446984	152000	2784	300
Islington Labour	Islington Labour Party	131778003550432	Facebook	20	1	446980	113000	2291	0
Christian Leysen	Christian Leysen	403864600161608	Facebook	13	1	445987	158000	8976	1700
zeroCO2		360133591158746	Facebook	15	1	445985	125000	1485	0
Cllr. Gareth Eales - For Northampton South	Northampton South Labour Party	625007417657121	Facebook	26	1	445974	119000	3441	115
SPD Sachsen	SPD Sachsen	50169278122	Facebook	29	1	445971	121000	4871	500
Θανάσης Λιακόπουλος - Όλοι μαζί μπορούμε καλύτερα	oloi-mazi	394013391085857	Facebook	57	1	443943	102000	5643	0
A Solution to Plastic Pollution - First International Online Summit		1098001547034272	Facebook	16	1	441984	148000	3184	400
The Adecco Group Deutschland		1736125310026401	Facebook	22	1	441978	176000	4278	800
Eurovaaliehdokas Kari Kallonen	Kallonen Kari Markku	2130226653737235	Facebook	32	1	440968	97000	5168	500
Yhteinen hyvä ry		AR296997332115783680	Google	35	1	440000	10000	3550	200
CAF Mab Copagri		623562751374487	Facebook	11	1	439989	130000	1889	200
Wera Hobhouse MP	Wera Hobhouse MP	420598411423796	Facebook	16	1	438984	123000	3221	347
Un citoyen 2019		415805709187581	Facebook	12	1	436988	180000	6888	1200
Emma Wiesner		653072158104424	Facebook	91	1	436909	109000	4955	1268
Jeroen Lenaers		316960281776479	Facebook	13	1	435987	147000	3387	800
Anton Martvoň	Martvon Anton	351452264866192	Facebook	11	1	434989	126000	1889	200
Objetivo Mediterráneo		178884916351222	Facebook	191	1	434809	52000	18909	0
Tomasz Frankowski	KWW Koalicja Europejska PO PSL SLD .N Zieloni	2273340699395517	Facebook	20	1	433980	107000	1298	209
Feminist Apparel		147698828729567	Facebook	24	1	432976	154000	4340	801
Troels Lund Poulsen	Poulsen Troels Lund	139443622778678	Facebook	23	1	430977	100000	5031	1111
Westmorland and Lonsdale Liberal Democrats	P Trollope [Election Agent] on behalf of the Liberal Democrats	725151761019350	Facebook	39	1	428961	95000	4467	0
FT Content Solutions		1220981994590364	Facebook	11	1	425989	121000	2648	347
CCFD-Terre Solidaire		112547358788607	Facebook	9	1	424991	148000	2191	600
Brief.eco		550490141980385	Facebook	9	1	424991	151000	2991	800
Natuur & Milieu		156571571036057	Facebook	21	1	424979	153000	4579	900
GetBarry		1351813504859326	Facebook	25	1	424975	98000	4075	400
Karina Lorentzen Dehnhardt	Dehnhardt Karina Lorentzen	116061635098137	Facebook	18	1	421982	126000	2782	870
Greenpeace Suomi	Greenpeace Suomi	9227859351	Facebook	22	1	421978	98000	4488	600
Partij van de Arbeid (PvdA)	Partij van de Arbeid (PvdA)	113895885305052	Facebook	37	1	421963	102000	5663	500
Firmiamo.it		280104908718244	Facebook	7	1	420993	207000	6393	1200
Ansis Pūpols	Ansis Pūpols	534110743707105	Facebook	10	1	420990	120000	1390	100
Dorset for Europe	Dorset For Europe	205664403208769	Facebook	13	1	420987	162000	9011	1620
Vapaus ry		AR124593908880506880	Google	24	1	420000	20000	1200	0
Open Vld		AR369049153717665792	Google	33	1	420000	10000	2100	50
Alternative für Deutschland		AR380456861733748736	Google	6	1	420000	40000	1200	100
José Manuel Fernandes		255056481315205	Facebook	4	1	419996	210000	1196	200
Anti-fascism, anti-racism. steps to freedom		898496656842789	Facebook	5	1	419995	210000	1295	200
USR Brașov	Uniunea Salvați România	1723480164579572	Facebook	6	1	419994	180000	481	147
